tweet,Content
"@COMMENTATOR @AUTHOR ???? ?????? ???? ??????? ?? ???? ????? ???? ???? 

??? - ?? ????? ?? ????? ????? ?? ?????? ??? ???? ???? ?????? ???? ?? ?? ?????? ??? ???? ????????? ????? ???? ????? ???-?????? ?? ???????????",HOF
"@COMMENTATOR @AUTHOR Kyo is Ben ki Lomdi ke mooh lag rhe ho Bhai Ji , R&amp;D hai Ye to??",HOF
"@COMMENTATOR @AUTHOR Aap padhe ho ya jahil ho ?

Apko Blue tick?? kaise milgaya sonchne ki baat hai ?

Bhai jaa r itihaas padh jaruri nhi ke jisse puch rha woh janta ho q ke kuch ek to mandir me ho rhi badmashiyaa ke karan khud Hindu bhai ne shikayat kari thi r saath diya tha ab kya woh v hindu nhi?",HOF
@COMMENTATOR @AUTHOR Abe gadhe tera naam badli karde tu Khan nikal aur nafrati chintu lagade,HOF
"@COMMENTATOR @AUTHOR Bh*sdi**  aukaat h toh jaa kabar me lad le BABUR se 

Abe tum nafrat ke **tte  ho nafrat me hi doobe Raho 

""Love comes from ? heart,,
Hatred is taught""""

Chilling bhar paani me doob maro tum",HOF
@COMMENTATOR @AUTHOR @COMMENTATOR chutiye sirf chutiyagiri hi karna,NOT
@COMMENTATOR @AUTHOR ?? ?? ??? ?? ?? ?? ??? ?? ?? ?? ?? ??? ?? ?? ?? ??? ?? ?? ?? ?? ??? ?? ??? ??? ?? ??? ???,NOT
@COMMENTATOR @AUTHOR ????? ???? ??? ???????? ????? ?? ???? ?? ????? ?? ????? ??? ?? ???? @URL,NOT
"@COMMENTATOR @AUTHOR Bhai tu babar se puchna jaake, @AUTHOR kya babur ki rishtedar hai jawab dene!?",NOT
@COMMENTATOR @AUTHOR Tum bhi waseem rizwi ban jao.. Baki name m kiya rakha hai wo b badal lena,HOF
@COMMENTATOR @AUTHOR Masjid ta  chutiya pahle se udar,HOF
@COMMENTATOR @AUTHOR ??????? ????? ?? ?????? ??? ????? ???? ??? ??? ????? ???? ???? ?????? ???? ??,HOF
@COMMENTATOR @AUTHOR usi lutere ki hukumat ki wajah se aaj tere name k aage pathan lgta h warna tu ß koi chamar ya chaprasi kehlata,NOT
@COMMENTATOR @AUTHOR ????? ?? ??? ?? ?? ???? ??!,HOF
@COMMENTATOR @AUTHOR ?? ??? ?? ???? ?? ???? ????? ?? ?????? ?? ???????? ????? ????? ????? ??????? ?? ?? ?????? ???? ????? ?? ???? ????? ?? ??? ??? ????? ????? ?? ?????? ??? ?????????? ?? ????? ??? ?? ??? ?? ? ???? ?????? ???? ???? ?? ????? ????? ?? ???? ?? ?? @URL,HOF
"@COMMENTATOR @AUTHOR ????? ?? ?? ?????? ??? ??? ?? ????? ?? ???? ?? ??? ??? ?????? ?? ???? ?? ??????? ???? ?? ?? ????? ?? ???? ?? ? ?? ??? ?? ?? ???? ???? ???? ?? ?
?? ???? ?????? ??? ?????? ?? ???? ????? ????? ?? ???? ?????? ?????? 
???? ??? ?? ?? ???? ?????, ?? ?? ?? ??? ?? ?? ?? ???? ??????",HOF
@COMMENTATOR @AUTHOR Wo sirf ungli dal sakti hai,NOT
"@COMMENTATOR @AUTHOR Abe nakli court ka statement padh le 
Aur jo khud dusro ka naam istemal kare apna chupakr vo chor hota hain aur uski izzat nhi ki jati g...ndu",NOT
@COMMENTATOR @AUTHOR abee saale..! tu army vala hoke iyse nafrati  baat kar raha hai saale,NOT
@COMMENTATOR @AUTHOR ?????? ??? ???? ?? ?? ?? #????_???? ???? ??? ?? ???? ???? ???? @URL,NOT
"@AUTHOR Finally, Swara tweeted against MUGHALS! @URL",HOF
@COMMENTATOR @AUTHOR ??? ?? ????? ?? ???? ?? ?????? ???? ??? ???? ?? ??????? ????? ?????? ???? ??? ????? ?? ????? ???? ????? ?? ????? ????? ?? ?????? ???? ???,HOF
@COMMENTATOR @AUTHOR Swara mujhko tumhari bajani hai,NOT
@COMMENTATOR @AUTHOR She Spoke in favor &amp; Behalf of Islam only to Hindus. ??,HOF
@AUTHOR ?? ????? ???? ??????? ?? ???? ???? ?? ??????? ?? ????? ?? ?? ???????? ???? ???? ?????,HOF
@COMMENTATOR @AUTHOR Abe chutiye agar mugal mandir todte to soch aaj ek bhi mandir hota kuch padhayi likhayi karo kab tak whatsapp ke gyan se bakchodi karoge 700 saal mugl9n ne huqumat kiya aur idhar to abhi 74 saal hi hua tod di gayi babari masjid,HOF
@AUTHOR Par jo inavders(mughals)ne hmre lakho temples ko toda wo kya punya ka kaam kiya??,HOF
@COMMENTATOR @AUTHOR ??? ?????? ??????? ?? ?????? ???? ?? ???? ??? 84000 ?????? ?? ??? ?????? ?? ????? ?? ??? ?? ????? ????? ?? ??????? ?? ??? ?? ??? ???? ???? ??? ????? ??? ????,HOF
"@COMMENTATOR @AUTHOR Many temples were made by Mughals, unfortunately in WhatsApp, you have not received a single name of temples built by Mughals.

Hopefully, now you will search and read. I hope you will realise this hate is a political hate, based on lies.",HOF
"@COMMENTATOR @AUTHOR ????? ????? ????? ?? ?????? ?? ????? ??????? ?? ??? ???? ?? ?
?? ??????? ?? ??????? ???? ???? ????? ???? ?? ???? ?????? ?? ???? ??? ??????

?? ??? ????????? ??????????? ????? ??? ?? ?? ??? ?? ????? ????? ?? ???",HOF
@COMMENTATOR @AUTHOR Good...Good that you have the list of all those temples. Do you believe in Indian constitution?,HOF
@COMMENTATOR @AUTHOR Do 2 wrongs make a right?,HOF
@COMMENTATOR @AUTHOR Tym to ghar vapsi ?????,HOF
@COMMENTATOR Toh tu b babar banega ab? Kya farak tere aur us murde insaan me.,HOF
@COMMENTATOR @AUTHOR Kahi sabit hua ki mandir tod kar masjid bani thi lekin masjid ko sabne dekha,HOF
@COMMENTATOR @AUTHOR Chal Ho gaya naa bhai!! Mandir-Masjid banwaaney-todney mein teri roti chalti hogi 100Cr Indians ki nahin. Ab Chup ho ja aur kuch dhang ka kaam kar le.. Mandir Ban Gaya na.. ab apne andar jhaank ke dekh le ek baar. Kahin Politicians ne tujhse apna ullu toh nahin seedha kiya...,HOF
"@COMMENTATOR @AUTHOR Hisotry ko leke mat peeche pado , aagey bado. Hitler Christian tha aur usne kitne Jews ko maar diya, tu kya abhi bhi jews log christian log se nafrat karte hai. Instead of talking aboiut science technolgy , we are only concerned abiyt religion",HOF
@AUTHOR Babri Mosque demolition was more political than religion.. It was a tactic of Hindutva Fundamentalist #RSS and their sub-organizations like Bajrang and VHP and other fringe elements to help spread #BJP in Northern and Western India by communally polarising the society,HOF
@COMMENTATOR @AUTHOR But they did what was needed to be done. Why was it built over a temple?,HOF
@COMMENTATOR @AUTHOR Exactly and Demolition of Ayodha by Babar was purely religious.......,HOF
@COMMENTATOR @AUTHOR I want to build a temple in mecca.,HOF
"@COMMENTATOR @AUTHOR You may be right....
But point is,
What's the WRONG in it???
Goodness is reclaiming itself.",HOF
"@AUTHOR ?? ??? ??????? ?? ????? ??? ?? ?????? ??,

???????? ?? ???? ????",HOF
@COMMENTATOR @AUTHOR Yes bro????,HOF
"@COMMENTATOR @AUTHOR 2 rs ?? ??? ??? ?? ??????????
????? ??? ??????? ???? ??",HOF
@COMMENTATOR @AUTHOR Abe gadhe baliram..  mughal ke time who nahi thi. Tune mughalo se ladna chahiye tha na.,HOF
"@AUTHOR Sahi hai.

Babar ka kiya ye paap 500 saal baad sudhra.",HOF
@COMMENTATOR @AUTHOR BJP ne achhi Patti padhai hai,HOF
"@AUTHOR ???? ?? ??????? ????? ?? ??? ?? ?? ????? ?????? ???? ????? ?? ???? ?? ???? ?? ?? ???? ??? ?????? ???? ??, ??? ???? ?????? ???? ????? ?? ??? ???

?? ???? ??????? ??? ??? ??? ?? ????? ?? ??? ???? ????? ???????? ?? ???",HOF
"@COMMENTATOR @AUTHOR ??? ??? ????? ????? ??? ???

???????",HOF
@COMMENTATOR @AUTHOR Jali kya. Or bhi bnenge.? Har ghar sanatani aayega. Yhi niyati hai.,HOF
@COMMENTATOR @AUTHOR It's proven that but not good justice.,HOF
@COMMENTATOR @AUTHOR ??? ??????? ????? ?? ????? ????? ?? ????? ????,HOF
"@COMMENTATOR @AUTHOR Ha ha ha... 

Jaago hindustani media...
Wo kehne ke baad SC ne kya kuch nahi kaha sabka update karlo fir tweet karna. Jaago, hum 21st century me pounchgaye he.??

Warna 7 saal ka Modi ji ke mehnat ek tweet se Hindustani Media ko badnam karsakta he.?????",HOF
@COMMENTATOR @AUTHOR Is baat ka bhe praman nahee hai ki aurangzeb ne danda de kar dharn pariwartan karaye..per kya wo nahee hua tha??,HOF
@COMMENTATOR @AUTHOR ????????????????,HOF
@COMMENTATOR @AUTHOR Aabee benchod sc ne ye kab kah diya....????,NOT
"@COMMENTATOR @AUTHOR ??? ?? ???? ?????? ???? ??? ????? ??? ?? ????? ?? , ?? ?? ????? ????? ???? ??? ?? ?????? ??? ??? ?? ?? ??? ??? ??",NOT
@COMMENTATOR @AUTHOR Puri jankari liye bina bhokna galat baat hai,NOT
"@COMMENTATOR @AUTHOR Pehli bat to a he ki tum yaha pe saradathi ho tumhara hak tumne le liya Pakistan
Jao waha pe jo banana he banao",HOF
"@COMMENTATOR @AUTHOR Ye BJP walo ka fesla h......
Or bilkul shi kiya. Abhi or krenge ese sun ne m aaya h",HOF
"@COMMENTATOR @AUTHOR Sunn beta nyaay vyavastha ki batti bnao or uspe baith jao 
Abey secular country m muslim law board kya kr rha h pehle yeh bta",HOF
@COMMENTATOR @AUTHOR ??? ????? ????? ??? ????? ???????? ????? ?????? ?? ?? ????? ??? ???? ?????? ?????? ??????,HOF
@COMMENTATOR @AUTHOR chor media like u,HOF
@COMMENTATOR @AUTHOR Dosto y pakistani account h isko report kro #pkmkb,HOF
@COMMENTATOR @AUTHOR Islam mein sach ko nahi bolne ka gyan nahi,HOF
"@COMMENTATOR @AUTHOR ?? ??? ???, ?????????? ??? ??? ????? ???? ?? ???? ???? ?? ?????? ?????? ?? ???? ?????? ??? ??? ??? ??? ??? ?? ???? ????? ??

??? ??? ??? ?? ????? ???????? ?? ???? ??? ??? ??? ?? ??? ???? ?? ?? ???? ?? ????????? ??",HOF
@COMMENTATOR @AUTHOR ????? ?????? ?? ???? ?????? ??? ?????..!!,HOF
"@AUTHOR ?????? ??????? ?? ????? ??? ???? ???? ???? ?? ,?? ?????? ?? ????? ???? ???? ??..!!

???? ?? ????? ?? ??????? ????????",HOF
@COMMENTATOR @AUTHOR Kuch padh likh kar desh ka naam roshan karo.... Ye kin kaami pe apna waqt barbaad jar rahe. Sarkari aayengi aur jaayengi ... Desh ko apna dharam banaao kisi party ko nahi. Padho,HOF
@AUTHOR Aurangzeb must be feeling sorry after Swara's tweet,HOF
"@COMMENTATOR @AUTHOR How many temples were built by Mughals? 

I am sure, WhatsApp University graduates here know none.

And they deserved to be fooled by BJP.",HOF
@COMMENTATOR @AUTHOR ????,HOF
@COMMENTATOR @AUTHOR ??? ??? ?? ????? ?? ??? ???? ???????? ?? ????? ?? ??? ??????? ?? ?????? ???? ?? ??? ??? ???? ?? ?? ?? ???? ?????? ???? ??? ???? ????,HOF
"@AUTHOR ??? ?? ??? ???? ???????? ?? ???? ?? ????? ???? ?? ?????? ?? ????? 

#?????_????",NOT
@COMMENTATOR @AUTHOR ??? ?? ????? ???? ??,HOF
@COMMENTATOR @AUTHOR ???? ?????? ?? ?????? ?? ????????? ?? ????? ????? ??????? ????????? ??????? ?? ????? ???? ?? ?? ?????? ?? ??? ????? ???,HOF
@COMMENTATOR @AUTHOR janab jin mein himmat thi wo...shahiyd ho gaye...aur jinmein nahi thi wo naweed ho gaye...,HOF
@COMMENTATOR @AUTHOR tere pjrvazon ne himmat ki hogi aur tu...hahhaha,HOF
@AUTHOR ?? ?? ??? ?? bhagwaan ke khilaaf ?? kya? @URL,HOF
@COMMENTATOR @AUTHOR Bilkul ??,HOF
@COMMENTATOR @AUTHOR Ye tino Bhangwan ko nazar andaz karrahahe ye duniya permanent nahi hai bhai,HOF
@COMMENTATOR @AUTHOR ???? ?????? ??? ???? ?? ?? ??? ??? ???,HOF
"@COMMENTATOR @AUTHOR Ye salam ke anusar film banate h,Islam ke anusar ap dekho",HOF
@COMMENTATOR @AUTHOR Ye haraam ki aulaade hai,HOF
"@AUTHOR Absolutely right, jao aur pucho us Mughal se kyu kiya aisa ??????",HOF
@COMMENTATOR @AUTHOR ????,HOF
"@AUTHOR @AUTHOR ????? ?? ?? ?????? ??? ???? ?? ?? l

?? ????? ?? ?? ??, ???? ?????? ????? ?? ?? ?? ???? ???? ??? ???,, ????? ??? ???? ????, ????? ???? ??? ??????

?? ???? ??? ???? @URL",HOF
@COMMENTATOR @AUTHOR @USER @USER @USER @USER @USER @USER Dost baat vahi hai na vo bhi bjagvaan ka ghar hi tha vo ky kisi k mamy papa ka ghar tha . Masjid bhi to bhagvan allah ka ghar hi hai,HOF
"@COMMENTATOR @AUTHOR @USER @USER @USER @USER @USER @USER @AUTHOR ???? ???? ?? ?? 1 ??? ?? ?????? ???? ?? ????? ?? ?????? ?? ???? ??? ??????? ????? ??? ?????
?? ?????? ???? ???? ????? ?? ??? ?? ?? ?? ?? ??? ?? ????? ?? ???? ???? ???? ??  ???? ?? ?? ? ??????
?? ????? ?????? ?? ?? ???????? ?? ?? ??? ???",HOF
"@COMMENTATOR @AUTHOR @USER @USER @USER @USER @USER In Islam, masjid Allah ka ghar nahi hoti hai sirf namaj padane ki jagah hoti hai, sadak, plateform, bus stand, stadium par kapda bichhaya - namaj padi - kapda haraya - kaam khatam.",HOF
@COMMENTATOR @AUTHOR @USER @USER @USER @USER @USER ????? ????? ????? ????? ???? ?? ?????????? ?? ????? ???? ?? ???? ??? ???? ?? ?????? ???? ????? ?? ?? ??? ????? ?? ????? ?? ????,HOF
@COMMENTATOR @AUTHOR @USER @USER @USER @USER @USER @USER Ye iski baat kr rhi hai @URL,NOT
"@AUTHOR ??? ??? ???? ?? ???? ??? ?????? ???? ?? ??? ????? ???? ???? ???? ??? ??? ????? ?????? ???? ??? ?? ??? ?????

??? ??? ??? ?? ???? ??? ?????",NOT
@COMMENTATOR @AUTHOR Right di,NOT
"@COMMENTATOR @AUTHOR ??? ??? ???? ?? ???? ??? ?????? ???? ?? ??? ????? ???? ???? ???? ??? ??? ????? ?????? ???? ??? ?? ??? ?????

??? ??? ??? ?? ???? ??? ?????",NOT
@COMMENTATOR @AUTHOR Right,NOT
"@COMMENTATOR @AUTHOR Nartki banne ke liye bhi hunar hona chahiye.... Jaha taha ""HAGNE"" aur ""UNGLI"" karne vali nartki nahi ban sakti... ha ha haaa",NOT
@COMMENTATOR @AUTHOR Inki dadi ki dadi ki dadi ki dadi thee ji tabhi to ye aaj bhi public ki dancer hai khandani pesha hai hai ji inki,NOT
@COMMENTATOR @AUTHOR ?????? ??? ??? ???? ????,HOF
@COMMENTATOR @AUTHOR Madam ji babri masjid ka prman tha kya ram mandir ka prman mila,NOT
"@AUTHOR True
Lord Ram temple at Ayodhya 
Should have never been encroached.

Irrespective of era 
Lord Ram shall always be there at Ayodhya",HOF
"@COMMENTATOR @AUTHOR History will never forgive
those who are blind not
to appreciate facts. When
RamMandir site was excavated
We didn't find traces of Prabhu
Ram idols instead lots of Buddha
Era pillars, Buddha Idols were found
which were transported n hidden.
CJI refused take this as evidence.",HOF
@AUTHOR You never Tweeted when same Hindu Temples were demolished in Bangladesh - Out here at least the Govt has given land to rebuild the Masjid - just dnt create a ruckus everytime,NOT
@COMMENTATOR @AUTHOR Well said Sobhan. Being a Hindu she never tweeted for Hindus but every now &amp; then she come supporting M. Y d hell she is not converting herself? It will b more better.,HOF
@AUTHOR ???? ??? ??????? ?? ????? ?? ??? ????,HOF
@COMMENTATOR @AUTHOR ????????,NOT
@COMMENTATOR @AUTHOR ???? ??? @URL,NOT
"@COMMENTATOR @AUTHOR She is one of few people who have black heart... It's so disgrace, that she is born in India..",NOT
@COMMENTATOR @AUTHOR ?????????? ???? ??? ???.,NOT
@COMMENTATOR @AUTHOR Oye bhai shab jada buri too ose ne kuch nhi bola,NOT
"@COMMENTATOR @AUTHOR ???? ??? ???? ?? ???????? ???? ??????? ?? ??? ??? ?? ????
??? ????? ???? ollah ?? ??? ???? ?? ???? ??? ?",NOT
"@COMMENTATOR @AUTHOR ??,??? ????? ????? ?? ???? @AUTHOR",NOT
@COMMENTATOR @AUTHOR Iske paas bhi toh gayan hona dene ke liye. #swarasooar,NOT
"@COMMENTATOR @AUTHOR ?????? ????? ?? ??????, ??? ????? ??????????? #ShauryaDiwas @URL",NOT
"@AUTHOR ??? ??? ??????? ??? ???
????? ?? ?? ?????? ??? ???? ?? ??? ?? ????? ?? ??(??????) ?????? ???? ????, ???????,?????? ???? ??????? ?? ?? ???? ???? ????
?? ??? ????? ?? ?? ??? ?? ??? ???, ???? ?????? ?????? ??? ?? ??(???????) ?? ?????? ?? ??? ???
#BabriMasjidDemolition was right.",HOF
"@COMMENTATOR @AUTHOR WELL SAID , AND VERY TRUE TOO
SWARA SHOULD GO BACK TO PATSHALA AND READ OUR HISTORY TO LEARN WHO BROKE OUR TEMPLES",NOT
@COMMENTATOR @AUTHOR #BabriMasjid was our house usurped by the invaders. All we have done is taken back what was rightfully ours. So just shut up @AUTHOR,HOF
"@AUTHOR List of h!ndu temples , converted to mosques. 

And fyi there are many many more

@USER fact check karega ??day? @URL",HOF
@COMMENTATOR @AUTHOR @USER Taj mahal bii hy kya?,HOF
@COMMENTATOR @AUTHOR @USER Buddhist temples were also converted to Hindu temples what about that...?,HOF
@COMMENTATOR @AUTHOR @USER Wrong cannot be made right by another wrong. Our country will suffer.,NOT
@COMMENTATOR @AUTHOR @USER isko jo sikhaya jata hai aur bataya jata hai wohi post krti hai.. isko iske post ke paise mil jate h.. baki isko kuc lena dena nahi h..,NOT
@COMMENTATOR @AUTHOR @USER Haan yeh survey app k baap ne ki hai,NOT
"@COMMENTATOR @AUTHOR @USER 40000 are VERY WELL KNOWN 

Several other temples are UNDOCUMENTED",HOF
@COMMENTATOR @AUTHOR @USER Kahaan se watsapp university se laya kya?,NOT
@COMMENTATOR @USER @AUTHOR @USER ???? ?? ??? ??????? ?? ?? ?????? ??????? ??? ????????? ???? ??? ???,HOF
@COMMENTATOR @AUTHOR @USER Stan bhai ye sab sahi hoga but babari masjid case mein woh structure temple hai ya nhi ye pata nhi hai,NOT
@COMMENTATOR @AUTHOR @USER What's app university ????,HOF
"@AUTHOR 7up ?????????
????? ?? ????? ????????? @URL",HOF
"@COMMENTATOR @AUTHOR ??????
Itna masum q hai ye sambha",HOF
"@AUTHOR Then you should definitely tell Mamata Didi for not burning the houses of Karyakartas and Hindus in WB.
Demolishing temples in Tamil Nadu &amp; demolishing the office and house of Kangana Ranaut.
??? ????? ?? ?? ????? ??? ???? ??, ?? ?? ?? ??? ???? ?? 
#BabriMasjid",NOT
@COMMENTATOR @AUTHOR This is how didi does politics.. @URL,HOF
@COMMENTATOR @AUTHOR Kejriwal  Mamata and Akhikesh  are not Netas but have become Netas by chance and by fooling people. Now they have been exposed to their real character.,HOF
"@AUTHOR Aurangzeb ki kartoot dekh ko bibi
#ShauryaDiwas 
#mughalskmkb @URL",NOT
"@COMMENTATOR @AUTHOR Are inki aankhein kuch chala gaya specifically for these things,.inko nahin dikhega.
Blinded by Selfishness.",NOT
@COMMENTATOR @AUTHOR Bibi ne bhi steps ke niche bahut chupaya hai. Yeh agal baat hai item alag hai.,NOT
@AUTHOR Absolutely right Swara. Babar should not have demolished Ram Mandir. He should not have committed that paap #BabriMasjid #BabriMasjidDemolition,NOT
"@COMMENTATOR @AUTHOR ???? ?? ??? ??? ????...

???? ?? ?????... @URL",HOF
@AUTHOR ???????? ???? ?? ??? ??? ????? ???? ?? ???? @URL,HOF
@COMMENTATOR @AUTHOR Supreme Court bhi BJP me ab shamil ho gyi h kya,HOF
@AUTHOR A Group of Ladies from Muslim community performed Prayers in sayeedabad of #Hyderabad for reconstruction of #BabriMasjid. @URL,NOT
@COMMENTATOR @AUTHOR Bc thak gaya hun Mein Ab Yeh roj roj ke Hindu-Muslim dramo se ab jo India ki growth ko slow down kar rahe hai... Move on now people and let's make sure the future will be better,HOF
"@COMMENTATOR @AUTHOR Ladies wasting time for nothing ????????

Babar was lootera not a part of bharat",NOT
@COMMENTATOR @AUTHOR Allah on his way since last  2000 years... lagta hai spacecraft mein fuel nai hoga,HOF
@COMMENTATOR @AUTHOR All temples destroyed earlier should be reconstructed. They were the original structures upon which some other structures have been built.,HOF
@COMMENTATOR @AUTHOR Did they ever go to offer namaz in Babri Masjid? Or any of their ancestors?,NOT
@COMMENTATOR @AUTHOR ??????????????,HOF
@COMMENTATOR @AUTHOR Ye muslman hai hi nahi. Ye converted hindu hai.Inko apne original mein aana chahiye,NOT
@COMMENTATOR @AUTHOR Spna dekhna bhool jaa,HOF
@COMMENTATOR @AUTHOR ??fuckin ambassador,NOT
"@COMMENTATOR @AUTHOR Pray to the ALL POWERFUL to at least CONTROL SHAITAN (!BL!S). It goes ANYWHERE &amp; EVERYWHERE

Because of UNCONTROLLED SHAITAN, MoM!Ns have to put LEFT LEG 1st while entering RESTROOM, drink water ??with RIGHT HAND &amp; that too only 3 SIPS, so on so forth ....",HOF
"@COMMENTATOR @AUTHOR By the SAME YARD STICK of LOGIC , THEY should perform PRAYERS for their RECONVERSION back to HINDUISM. RIGHT?",HOF
@COMMENTATOR @AUTHOR India was divided on religious grounds Pakistan for muslims and India for Hindus.,HOF
@COMMENTATOR @AUTHOR Le liya Aur to ka sahara jante ho tum aaye to yogiji halat kharab kar denge #jai_shree_ram,NOT
@COMMENTATOR @AUTHOR Burkha khol ke dikhao dekhe aurat kitni hai aur mard kitne ??????inka chehra to dekhe kaun hi ye,HOF
"@COMMENTATOR @AUTHOR why not.. unko bolo yaha Hyderabad mein KCR banwadegaa.. ""Barbar"" masjid... ??? ??????? ???? ??? ???????????,????? ??????..",HOF
@COMMENTATOR @AUTHOR Are yaar pehle kagazz dhund lena thik hai..Ye aurte teen talaq toh aaj tak khatam nahi kar paayi thi...waise mast joke maarta hai bhai..Maar aur maar??????????????,HOF
"@AUTHOR ?? ???????? ?? ????? ??????? ?? ????? ????? ??, ?? ??? ?? ??.

???

6 ?????? 1992 ?? ??????? ????? ??????? ?? ??? ????????? ?? ????? '????? ?????? ???????' ?? ?????? ???? ??? ?? ??????? ?? ?? ?????? ?? ????? ?????.

#???????_???_???? #?????_????",HOF
"@COMMENTATOR @AUTHOR ?? ????? ?????? ?? , ??? ???????????? ???? , 

???? ????? ??? ???? ????? , ?? ??? ?? ?? ???? ?? ?? ?????? ???? ?? ????????? ?????? ???? ?? , 

??? ??? ???? ??? ?? ???? ????? ?????? ?????? ??????? ?? ???????? ????? , ?? ?? ????? ?? ????? , 
???? ?????? ????? ??? ?? ??? ??? ???",HOF
@COMMENTATOR @AUTHOR ???? ?? ?? ??? ????? ???? ?? ??? ?? @URL,HOF
@COMMENTATOR @AUTHOR Ye sab inke sar ke upar se jata hai.,NOT
@COMMENTATOR @AUTHOR ????? ?????? ?? ?? ???? ???? ???? ?? ???? ??? ?? ????,NOT
@COMMENTATOR @AUTHOR ??? ???????? ?? ?? ?? ????? ???? ??? ?? ????????? ???? ??? ????? ??????? ?? ??? ???? ?? ?????? ???? ?? ???? ?? ??? ???? ????? ??? ????? ?? ????? ?? ?? ??? ??,NOT
@COMMENTATOR @AUTHOR ?? ????? ?? ??? ?? ?????? ??? ?? ????? ??????? ??? ??????? ?? ?????,NOT
@COMMENTATOR @AUTHOR Please don't reply her .....it's not worthier paying our attention to such a society poison,NOT
@AUTHOR ??? ?? .... ????? ?? ????? ????? ??,NOT
@COMMENTATOR @AUTHOR ????,NOT
"@AUTHOR ????? ?????? ?????? ??? ???? ?? 
?? ???? ????? ? ?? ??? ??? ??????????? ?? 
?? ?????? ???? ???? ???? ???? ??? ?????? ????? ????? ?? ?? ????? ??.

?? ?? ??? ?? ?????? ???? ???? ???? ???? ????? ???? ?? ????? ?? ??? ????? ?? ?? ????? ???? ?????.

?? ?? ???? ?????.

???? @URL",NOT
@COMMENTATOR @AUTHOR ????? ?? ???? ?????? ?? ????? ????? ???? ???? ????? ???? ????? ??? ??? ??????? ?????? ??? ??? ?????? ??????,HOF
@COMMENTATOR @AUTHOR ?? ?? ???????? ????? ??? ???? ?? ???? ? ???????? ????? ???? ?? ?? ??? ?? ??,HOF
"@AUTHOR ???? ?? ?? ????? ????? 
?????? ???? ???? ???? ?? ?? ?? ?????? ??? ?? ?? ?? ?? ?? ?? ??????? ? 
?? ?? ???? ?????? ?? ???? ?? ??? ??????? ?????? ?? ???? ?? ?? ????????? ???? ???????? ??? ???? ?? ?? ??????? ?? ????? ???  ?",NOT
@COMMENTATOR @AUTHOR Ha Ha Ha Ha Ha Ha Ha Ha Ha murkh andhbhakt ?????????????????????????????? chamcha,NOT
"@COMMENTATOR @AUTHOR ????? ?? ?? ?? ???? ???? ?? ??? ??????,?? ???? ?? ??? ????? ????? ?? ????? ?? ???? ????",NOT
@COMMENTATOR @AUTHOR There was no forcible conversion,NOT
@COMMENTATOR @AUTHOR ??,NOT
@COMMENTATOR @AUTHOR Lutero ne tumhy kesy chor diya chacha????????????,NOT
"@COMMENTATOR @AUTHOR ???????? ??? ?? ??? ?? ?? ?? ??????? ???? ?? .
Musalmano ke wajha se bharat ko sone ki chidiya bolte he .jisko (angrej) tumhre bapo ne lut liya",NOT
@COMMENTATOR @AUTHOR Jabardasti kisi ko convert krna achi baat nhi lekin ajjkal kon kisi ko jabardasti ya force krke muslim bna rahe he fir bhi to fastest growing religion Islam hi he india me mughlo se pehle bhi muslims the,NOT
@COMMENTATOR @AUTHOR Are bbai hinfu sirf india and nepal me muslim pura word me h aur aane wale din me bahut sa hindu musalman ban jayega aur av v ban hi rha h q ki islam sabse achcha dharam h,NOT
"@COMMENTATOR @AUTHOR ?? ????? ?? ?? ?? ?????? ???? ????? ??????
????? ????????? ??? ?? ???? ??? ??? ?? ?? ?? ??????",NOT
"@COMMENTATOR @AUTHOR ???? ????? ??? ??? ???
?????????? ??? ????? ??????? ?? ?? ?? ??? ?? ??? ???? ??? ???? ????? ?? ???? ????? ???? ???? ??

???? ?? ???? ???? ???? ?? ?????, ??? ???? ??? ?? ????? ?? ????? ?? ???? ????",NOT
@COMMENTATOR @AUTHOR Galat history padhe ho bhai????????,HOF
@AUTHOR ???? ?????? ??? ??? ???? ?? ??? ??????? ??? ???? ????? ??????? ?? ????????? ?? ???? ?? ?? ?????? ???? ?? ???? ???? ??? ???,NOT
"@COMMENTATOR @AUTHOR ????? ??????? ???? ??? ?? ???????? ?? ?????? ?? ?? ?? ????-???? ?????? ?????
?? ?? ??????",NOT
@COMMENTATOR @AUTHOR ?? ????? ???????? ?? ???? ?? ??????? ?? ??? ???,HOF
"@COMMENTATOR @AUTHOR ??????? ???? ?? ?? ?? ?????? ?? ???????? ??,

????? ???? ?? ??? ?? ???? ??? @URL",NOT
@COMMENTATOR @AUTHOR Pehli baat toh wo ibaadatgah bhagwan ka ghar nahi balki unko yaad karke pak quran aur dua ko padhne ki jagah hai. Hindu ke mandir mein bhagwan isliye baste hain kyunki wo alag alag MURTI mein bhagwan ki surat dekhte hain unhe virajmaan karke mandir mein prarthna karte hain. Farq!,NOT
@COMMENTATOR @AUTHOR ???? ??????? ??? ?? ?? ????? ??? ?? ?????? ???? ?? ??????? ?? ????? ?? ?? ????? ??? ??????? ?? ???? ?? ???? ?? ????? ?? ???? ????? ?,NOT
"@COMMENTATOR @AUTHOR Supreme Court denied such existence and Supreme Court also noted that it was illegal to break the Babri.

Why Supreme Court should not assume these people who celebrate the demolition of mosque under contempt of court?",HOF
