tweet,Content
"???????? ?????? ??? ?????? ???????? ?? ?????? ??. ??????? ?? ?????? ?? ????? ????? ?? ????? ??. ???????? ?? ??? ?? ?? ????? ?? ??? ???? ??. ???????? ?? ????? ?????? ?? ?? ????, ?????? ?? ?? ???? ??.

???????? ?? ????? ?? ??? ????? ???? ?????? ?? ?? ??? ?? ???? ??? ??? ???.",NOT
"??? ???? ????? ???? ?? ???? ???? ??????? ???? ?? ?? ??? ???????????? ?? , ?? ???? ?? ?? ?? ???? ?? ???? ????? ?????? ?? ? URL",NOT
??? ???? URL,HOF
"The #HaridwarHateAssembly is an open threat to our peaceful nation. This nation of Gandhi, Nehru &amp; Patel is falling in the hands of Hindutvavadi's who will sink this nation.

Let's unite &amp; protect our future generations

#IndiaAgainstHindutva 
#HaridwarHateAssembly URL",HOF
"???? ?????? ????? ?? ?? ???? ?????? ?????? ??I ??? ?????? ????? ?? ????? ??, ????? ?? ????I

#RG24 #?????_???_?????????????_???? URL",NOT
sir aap kya action le rahe ho??? Sirf tweets hi karte rahoge ya kuch zameeni kaarwaai bhi karoge... This is a litmus test for you...,NOT
"-?????? ?? ???? ?? ????? ??? ???? ???? ??? ?? ?????? ?? ????????
-???? ?? ?????, ??? ??????? ?? ????, ????????? ?? ????? ?? ??? ?? ????????
-??????? ?????? ?????? ?? ??????? ? ??????? ?????? ?? ??? ?? ??????? ?? ??? ?? ???????? 
#Hindutva",HOF
"?? ?? ??? ????,
????????? ?? ??? 
?????? ?? ???? ????
?????? ?? ???? ????

??? ????? ?? ?? ?? ???? ??? ?? 
??? ??? ??? ?? ?? ?? ??
?????? ?? ???????? ??????? ????
??? ??? ?? ???????? ?? ?????? ?? ??????, 
???? ???????? ?? ????? ??? ?????",HOF
"?????, ???????? ? ????? ??? ???? ??? ????? ?? ?? ???, ?? ????? ?? ?????????? ???.

?? ????? ?? ??? ???????? ??. ?? ???????? ?? ??? ????? ??
??
?? ????? ?? ??? ?? ?????????? ?? ?????? ??.
#Hindutva",HOF
????? ?? ???????? ?? ????? ?? ?????? ???? URL,HOF
?????? ????? ?? ???? ??? ????? ?? URL,NOT
"???????????? ?? ???? ?? ??? ????????? ?? ????? ??? ????? ???? ??????????? ?? ????? ?? ?? ????  ????? ????? ???? 
???? ??? ?? ????? ???? ??? #Haridwar ??? ?????? ???? ???? ????? ?? ??????????",NOT
"What about this? Ye shi hai?
Is this not hate speech? Why you always target Hindus? URL",HOF
Jinke Abba Dafan unke bachhe Aaj tika lagakar secularism niwa Rahe Hai URL,HOF
Proud to be hindutvawadi Jai Shivaji Har Har Mahadev URL,HOF
"Hindutvawadis are ruining India’s future and turning us into a fascist country.

Every Indian, especially Hindus must call for strictest action against these genocidal murderers. Put them behind bars.

Save India from Hindutvawadis URL",NOT
"There is no place for violence against any innocent citizen both in the constitution and in Hinduism. 

#IndiaAgainstHindutva URL",HOF
10000 Sikho ka Qatal karne wala Rahul Firoz ka Abba URL,NOT
"??????? ?? ?????? ?? ?? ???????? ?? ??? ?????? ?? , ??????? ?? ???????? ??? ???? ?? ?? ??? ????? ?? ????? ??? ???? ? ??? 
????? ?? ???? ???? ?????? ?? 
?? ??? ????? ???? ???? ??? ???? ??? ?? ???? ?????? ?? ???????? ?? ???? ??? ???? ??? ?? ??
???? ???? ??",NOT
"""Every Indian is our asset, strength, knowledge, capability and belief. When somebody is threatened, there is silence. There should not be silence""

One can always count that Rahul Gandhi will open his mouth when hate tries to spread its tentacles. 

 URL",HOF
??? ???? ?? URL,NOT
?????                           ??????????? URL,HOF
"??? ????? ?? ?????? ???? ?? ??? ?? ??? ??
????? ??? ??? ??????? ?? ??? ??
??? ??????? ???????? ??????? ?? ??????? ?? ??? ???,??????? ?? ???????? ?? ??? ??
????? ?? ??? ?? ??? ?? ????? ??? ????? ????
????? ????? ?? ????? ?? ???? ???? ???? ?? ??? ?? ?? ?? ??????? ?? ???????? ????",NOT
"#IndiaAgainstHindutva 
But the Indian Government is totally with Hindutva

How can we hope the Haridwar Police will arrest this man, when Uttarakhand Chief Minister bows in front him and touches his feet URL",NOT
"?? ?? 2014 ?? ???? ???? 
????? ????????? ??? ?? ????? ????? ?? .. URL",HOF
"???? ???? ?? ???? ?????
???? ?????-???? ?????
???????? ??? - ??? ????

?? ????! ????",HOF
"2019 ??? ?????? ????? ?? ???? ????? ?? ???? ?? ??? ???
????? ????? ????? ????? ?????.....
 ?????? ?? ??????? ??? ??? ?? ??? ?? ????? ?? ??? ????? ????????????? ?? ???? ?? ??? ???
?????????????, ?????????????, ?????????????....
???? ??? ????? ?? ??????? ???? ?????? ?? ???? ??? ???",HOF
"?? ???? ???????? ?? (0) ???? ?? ???? ?? ???????.... 

?? ??????? ?? ????? ????? ???? ?? ????? ???????? ?? ????? ???? ?? ??? ??? ?? ???? ??",HOF
"#asadowaisi  ?? ???? ?? ?? ????? ??? ???? ??????????? ???? ?????? 
?? ???? ???????????? ???? ?????? ?? ?????? ?? ????? ?? ???? ?? ??? ????? ?????
?? ????? ???? ??? ?? ???? ??? ????? ??? ???? ?? ????? ?????? ?? ???????? ?? ?????? ??? ??? ???

  URL",HOF
"??????? ??????? ??????? ?? ??? ?????? ????? ?? ???? ?? ??? ????? ?? ??? ???? ???
???????????? ?????? ??????? ?? ??? ?????? ????? ?? ???? ?? ????? ?? ??? ???? ???
????????????? ?? ??????????? ?? ??? ??? ???? ??? ???
???????? = ????????
???????????? =  ????",NOT
"Wow! They thought he will stay silent for convenience. ????? ?? ?? ????
Both RG and PGV have hit out in most unambiguous terms. What happened in Haridwar was hindutva. Not Hinduism. Not Sanatan Dharma. #IndiaAgainstHindutva #IndiaAgainstRSS",NOT
"""We have to bring Indians together once again. 
We have to bring all our communities, all our religions, all our people, all our states, together again. 
We must say: ENOUGH! We are not many religions, many castes, many states, but ONE country""

URL",NOT
"There's a deafening silence from the Hero of Hate that speaks volumes. 

He neither condemns nor acts against the RSS affiliates that spew hate &amp; threaten violence, so they enjoy impunity. 

#IndiaAgainstHindutva 
#HaridwarHateAssembly URL",NOT
"????? ?? ?? ????!.....?? ???? ?? ????? ???? ?? ? ???? ??? ??????? ?? ???? ??????? ??? ???? ????? ? ??? ???? ???????? ?? ???? ????-?-??? , ?? ????? ?? ?? ??? ????? ???? ??? ?? ?????? ???? ?????",NOT
"Sudhar jao 
abhi umr hi Kya tumhari Jo mansik santulan bigdta ja raha hai URL",HOF
?? ????? ?? ???? ?? ?? ????? ?? ??? ??? ?? ?? ???? ?????? ???? ???? 5 ???? ????? 1 ???? ??? ?? ?? ???? ??? URL,HOF
Sir Good Night,NOT
"??????? ?? ?????? ?? ???? ???? ??????? ?? ????? ??? ???? ??? ?? ??. ???? ????? ???? ?? ?? ?? ??????? ?? ????????? ????? ???, ???? ?????? ?? ???? ?????? ??? ?????? ??? ?? ???? ??????? ???????? ?? ??????? ??? ?????? ?? ??.",HOF
"???? ???????? , ????????? ?? ???? ???? ???????? ? ????? ?? 
?? ?????? ?????? ??? ??? ???? ?",NOT
"???????? ??????????? ??????
???????? ????? ?? ?????? ??
???????? ????????? ??? ???????? ??
???????? ??????? ?????
???????? ???????? ?????
???????? ???? ?? ???????
???????? ?????, ??????
???????? ???????????
???????? ????? ?????
???????? ???????
?? ???? ???? ????? ??????????",NOT
"???? ??? ?? ????? ?? ?????? ????? ?? ???? 50 ??? ?? ?????? ???? ????? ?? ????? ??? ?? 5 ??? ?? ?? ?????? ????
?? ????? ?? ???? ???? ????? ??????? ????
?? ?? ?? ??????? ??? ?????? ?? ?? ????? ?? ??? ??? ?? ??? ????? ?? ??? ???? ?????
??? ??? ?????????",HOF
"Hindu ke liye itne nafart bhare bat bolne ke bad , kis muh se pappu khud ko janeyu dhari bolta he mujhe samajh me nehi ati he . Besarmi ka sare limit pappu kitna asan se cross kar jata he yar .",NOT
"??? ?? ????????? ?????? ??? ??? 
???? ?????? ??????",NOT
"The messaging here is deep ????
The word Hindutva has become almost part of the political lexicon and discourse once again, thanks to you! Otherwise it was an academic word, nothing more.",HOF
" ????????????? ??? ???? ?????? ?? mc bc ?? ?????? ??? ????? ??? ???? ?? ?? ?? ??? ???? ?????? ?????? ????? ?? ???? ?????? ????? ????? ???? ?? ?? ????? ?? ??? ?? ?????? ??? ????? ???? ???? ???? ?? ???? ?? ?? ?? ?? ?????????????? ?? ?? ????? ???? ???? ??.,",HOF
?? ????? ?? ??? ??,NOT
"#Delhi is witnessing the first protest against the #HaridwarHateAssembly - at Uttarakhand Bhawan, demanding the arrest &amp; prosecution of the Sanghi terrorists plotting to violently kill Muslims &amp; turn the Republic of India into a Hindu Supremacist Nation. URL",HOF
