id,label,tweet
371,1,isko pakistan bhejo na suar ko
372,0,gandhi kai janm kai pahalai kya hindustan  nahi tha kya
373,1,sare muslim ase he hamara sabse bada bul ea tha salo ko iha renediya
374,1,is ghatia aadmi pathan jaiso ko jail me dalo desh ko murkh samjte ha
375,1,godse ne mahatma gandhi ki hatya ke kyonki mullon ki gand chatata tha
376,0,jis desh me janm liya uska gun gan karna chahiye jai sri ram  
377,0,arnab  sir full support
378,1,dallha murdabad
379,0,pandit nathuram godse jindabad
380,1,ek aisi top hona chahiye jo bhikaristan ka naara lagayega usse uss top se border ke uss paar bheja jaaye
381,0,50 plus islamic nations and muslims should stop teaching secularism to indianshindus
382,1,jo pakistan jindabad ke naare lagate hai unko jarur pakistan bheja jana chahiye nahi to sidha jahannam mein bheja jaye
383,0,abhi sur badal jayega       
384,0,lawaris pathan
385,0,living in india they should respect india india zindhabadh          o
386,0,pakistan maine khane ko nhi or ye lande pakistan ko pyar karte hai
387,0,salute aarnab
388,1,in salo ko dikhana chahiye ki pakistan          
389,0,kitne school hospital jobs generate ki kitni lagaikitne bachao ko barister banane ke liye owaisi sahab ne england bheja
390,0,aimim ke netao se hindu muslim ke alawa hyderabad ke development par bhi baat karo
391,0,arey hindi mein bol
392,1,gaddaar hote hai ye sab jo hindustan ka khaate hai aur pakistan ki gaate he
393,0,arnab ko reporting dekhiyeo  ek sawaaal ko 10 baar puchegaaa   answer sunne ki he taaakath ny rakhta hy
394,1,waris phatan jaise kutte public pakistan zindabad boltehi aur dibet me hindustn
395,1,ye jo gaddar hai vo  bhokte rahte hai in ki dum kabhi sudhi nahi hogi
396,1,sabhi muslims pakistani hain inko jahan dekho khatm karo
397,1,immidiate hindu rastra banana chahia indiako  desh batoaria ka samai pakisthan islam dash our indidia kuw hindu rastra nahi hua jogi ji  modi ji pura dash apka sath ha hindu rastra declareda do
398,1,jo auranga ki aur mughlo ko ijjat deta desh se bda mante he unki indian citizenship  revoke krni chahiye
399,0,apna majak udane ata he
400,1,hum nahi mante gandhi ko father of nation
401,1,just kick these pests to fukisthan
402,1,jo lok pakistan jindabad bolega usko india se bhagana joruri he sir
403,0,aab aaya na maja 
404,1,sale terrorists  algabadi
405,1,these pakistanis marry indian muslim women have children in india and they grow as pakistanis in indiashould stop these marriages with pak muslims
406,1,they will never reply to questions asked its in their mgenethat itself says they are all from dagabaaj gangs in india
407,0,congress wala chup chup ke haas raha hai
408,1,hindustan murdabad bolne walo ko cm yogi ji buldozer baba ke hawale kar dena chahiye jai hind satyamew jayte
409,1,justice for susant singh rajput boycott bollywood gutter hatyaro ko fasi honi chahiye pm modi ji sarkar nayay chahiye anrab goswami ji nayay dialaye nayay nahi to bjp ko vote nahi jai hind satyamew jayte jai siya ram
410,1,who said gandhi was father of nation  i dont consider him as the father of nation 
411,1,pather chaliyenge muslim to buldozer kis per chalna chahiya  owaise saheb  itna hi ptem h vriminal se to unke badle aap apne ghar per buldozer chalwa ligiya
412,0,dil se salute sp saheb ko hum logo ki terf se
413,0,har har mahadev
414,1,en gaddaro ko seedha goli mar deni chahiye enki naagrikta khatam honi chahiye jay sri ram
415,1,kort ki bilkul mat suno sare hindu ek ho jao casto me hisse mat kro jese mullo ne kiya bese hi inke sath kro tabhi mja aayega
416,0,pakistan se jyada mohabbat hai to pakistan bego
417,1,jo dosi hai use baksa na jay hindu ho ya mulla
418,1,kabhi kabhi maanney court ka vyavhaar samajh nahi ata bewajah kahin bhi suo moto le lete hain aise hi mathura me railway ko rok diya khud railway ki zameen per se atikraman hatane ko   aur ye moork owais ko kaise smajhaye ki nooh muslim bahul kshetra he jahan 90 abadi muslim ki hi he aur jinhone dangge kiye wo muslim upadravi hi the to unhi dangge karne walon k gairkanooni ghar sampatti todi he aur unhi dangge karne walon ko pakda he poore nooh to nahi ujaad diya   ab rahi baat bittu bajrangi ki to usne kya bola wo nhi pata mujje per bhi ye to nahi bola tha na ki dangge karna muslims se ya hinduon ko bhadkaya ho dangge karne ko khair use bhi giraftar kar k jail me dala he 23  hafon k liye   koi bhi hindu dharm ya gau rakshak vyakti bhadkayega ya uttejna wala vidoe audio dalega to kya gair hindu log hinduon per akraman kar denge agar aisa he to is nazariye se shoaib jamui zakir naik owaisi  others jane ki kis ko uper chale jana chahiye kyuki ye log kuch kam zehar nhi failate
419,1,aaropiyon ki gand mein tejab dal do
420,1,owaisi ke bhai ko jail me dala nahi why
421,1,obeshi madharchod tumhi e sab kra rha hai tumhara hi maa chudayega
422,1,madharchod court
423,0,france ne kaise dangayiyoka khatma kiya  aise namo nishan mita diya  toh hindusthan me nano nishan kyo nahi mitati
424,0,jab tera faisla hoga na to bahut nafrat ki bhashan deta kabhi aman ki baat nahin karta
425,1,hisab hoga to delete hoga
426,0,modi ji ka din khtamha
427,1,yahan gadi nahi palati kya information pura lo  aur in desh drohi ko thok dalo
428,1,police gadi me thok de
429,0,asli dangaaio ko pkdna chaiye
430,1,usko fasi dena chahiye dhangai ko jehadi ko fasi dena jaruri he desh ke liye
431,0,police wale jindabad
432,1,sab ko battaot hur ke pas vej do
433,1,yhi kort ka doglapn des ke sath gddari h ye atnk kort ne hi bdhva diya h phle kort ke gddaro pe aeksn ho    
434,0,nuh may kisi imaandar sp ko dalo to wahakay baygunah logoko insaaf milayga baygunah logoko police jail may dal rahi hay aur case bana rahi hay
435,0,vakvaskar raha hay ho kuch nahi raha
436,0,jo gaddar hai unko shaja aise hi milana chahiye 
437,1,vakeel  tagdee  raqam per in jaahilo ko bachaane doudengee in jaahilo kaa permanent qaatmaa honaa hee chaahiye   yah owaisee sub se bada gunahgaar hai yah  jihadi apni qaum ko jahan mouqaa milthaa hai unhe bhadkaane kaa kaam kerthaa hai prashaasan ko muslim sanghatano per pfi   gunde badmaaso per nazar rakhnaa in ke bank accounts kee chaan been karnaa bilkul jaroori hai kyo kee   jo aparadhi police custody me hai in ko free karne ke liye vakeelo kee jeb bharne ke liye hawaala kaa paisa bahte paani kee tarah  pfi in ke gunde badmaasho ke bank accounts me jama hona  shuru ho jaayenge inn baatho per saqt nazar rakh ne kee jaroorat hai
438,1,sarkaar se meri gujasrish hai chun chun ke in jaahil jihadi gaddaharo ko unkee asli jagah dikaa diyaa jaayaa sir kuch dino me  desh naami vakeel jin ko mai desh dhrohee kahathaa hoon
439,1,goli mardo
440,1,nuhu hinsa main muslim k ghar k sath logo k upper bhi buldozer chalao ye muslim gaddar hai pehle muslim desh pakistan aur bangladesh le liya ab muslim mohalla mewat danga delhi danga kashmir danga kaela danga bangal danga karnataka danga up danga mp danga her jagah muslim logo ko mar rehe hai islam k nam per nahi chahiye muslim hindustan main
441,1,520 pure ke pure musalmano ka ghar      ji vahi to danga kiya aur ab ro rahe ho
442,0,india best anchor mrravish sir aur sayeed suhail sirtrue and clear reportingsidhi baat no bakwas
443,1,dngaiyon ko sja k tor par priwar sahit pakistan bhej do  ye isi layk hen
444,0,great stf action ekdam sahi jai shri ram
445,1,chmda udhedo sale ka
446,0,dikho insaf 2 no taraf hona chahiye jaha insaf na ho wo mulk khatam ho jata hay aysa hota rha tu  sard jung khana jung hoti rhi gi jo mulk ko khokhla kr dy gi
447,1,ye sab ka encounter hona chahiye
448,0,good  yogi ji 
449,0,jai hind
450,1,ye gaddaro ko goli math maro inko hath pher katke raste mey chodo
451,1,goli mardo un kutto ku
452,0,obaishi galat bol raha tha
453,1,mia tera hindustan  me rahana bhi gair kanooni hai  bhag ja pakistan     vewarna tere sath  miyaa maar ho jayega
454,1,maro madarchod  musallo ko  jaldi
455,0,tension na lo yah duniya bhi jindagi ek pani ke bulbula ki tarah hai duniya ki sabse badi adalat mein tum sab ko hisab dena hoga
456,0,aap jaise is desh mein 2 4 aur mil gai tu is desh ko kabhi badhane nhii dege
457,0,jo v karlo duniya var me kanhi nahi sudhre ga
458,1,sab muslim se hai dangaikari muslim log salute haryana poolice
459,1,ya bhosdi ka haidrabadi topi vala mullah ha tra muslim ka hi tutanga ku ki padaice najayadki ollad ho tum log
460,1,un logoko goli mardo jo log danga kiya ha
461,0,sp sahib inke sathsath inki tarafdari karne walo ke pichwade pahle lal karoge tab hi safal hogen  nahi to badi mushkil ho jaye gi
462,1,sab musalmano ko marhi do
463,1,sarkar jab kya kar rahi thi monu manesar aur bittu bajrangi jab dhamki de rahe the full hatiyara ke sath ak 47 ke sath jab nikale to sarkar ne unhen kyon nahin croaker aur monu manesar bittu bajrangi bajrangi per aur uske sathiyon per ab tak kaarvayi kyon nahin ki gai chahie pure desh mein aag laga na chahte hain
464,0,ye sab 2024 vote ke liye  hindu muslim kiya ja rha hai
465,1,is me rss ki jaanch aur bajrangdal ke aatang wadi hai
466,0,har baar hindu sobha yatra pr hi ye sb kyu hota h
467,0,ye hindu muslim ka danga nah i full politics hai
468,1,kisi ka ghar toda gaya ya nahin
469,1,dana gai lagta hai aas paas ke rajyo se aaye the
470,1,police hi dangiya ka saath dete hai
471,0,sab zunt bol rahy hy khattar sahab jab kawadio kay sowagat kiya gaya  ho to  inky sath kaysy muslim kabi nahi karyga  bhai chara banao   us my hi sab kay fayda hy
472,0,hindu bhi mara muslim bhi mara is ghatna me or musalmano k toh900 ghar demolished k kardiya gaya but media or rajniti k chakkar me math pado bhaiyo please  shobha yatra bhi shudh shobha yatra nikalni chahiye naake kisi k upar tipni lari jaye na kisi k dharam k bare bolajayetaake sab kushal mangal rahe
473,0,ye dange khud nahi hote balki karwaya jata h
474,1,jish din desh ki gandi rajniti or dalal media sudhar jygi ushdin ye sab hona band ho jyga
475,0,bheed ko kaise uksa diya yeh log he aise hai
476,1,in gundon ko yatra nahi nikal ne dena chahiye yatra ke douran galia dete hain our logon ko uksate hain rss aatanki gharon  par pathar bazi aagzani karte hain
477,0,tum log ko to bahut maza aaraha hoga yahi to chahiye tha modi se bolo sab changa si
478,1,dange karwye jate hy
479,1,chai vala des chalaye to esa hi honga
480,1,aaj ram ke desh mein modi sarkar ne ram ke aadarshon ko bilkul nasht na bhoot kar diya kabhi musalmanon ko dadhi dekh kar topi dekh kar jinda jaan se mara ja raha hai kabhi trainon mein goliyon se bhuna ja raha hai kabhi apne hi vatan mein bhagya ja raha hai ya hai musalmanon ki purani qurbani ka natija kabhi kar mein char logon ko police ke samne jinda jala dena kabhi beef ke naam per logon ko jaan se maar na aur kitni kurbani dega musalman ram ke desh mein aam ke aadarshon mein
481,1,jab tak desh ki janta anpadh gawar rahegi tab tak chutiya banegi neta aur adhikari milkar dange karayenge gujrat students  fenku hataye desh bachaye  
482,1,ye hindu muslim ho raha hai 2014 se hi dange karwa rahe hai ab 2024 me fir vot hoga isliye sala bjp madrchod sab log mila huwa hai
483,1,hindu communities are often victims of violence by muslims
484,1,yeh kya hua congress raj video banao pragya mishra aur sakshi joshi mani put par bahot video banate thi
485,1,nefret failane waley log jimmewaar or meadia jimmewar
486,1,bharat ko barbaad kar ke dam lege ye hindustani log 
487,1,riots are well incited by hindus and arranged by the system if india following a paralysed govt
488,1,abp news  rubina khan liyakat also blamed hindus insted of muslims  she also tried to destroy image of bhageshwar dham  she is a bitch abp news is anti hindu 
489,1,sara galti muslim ka h masjid k samne nara lagao pawitra kaam me jao daru pee kaar hatiyar le kar kisi ko gow ne naam mardo kisi dhadi dekh kar buldozer chalwa do 2014 se pahle na kabhi patthar chalti thi na hi danga hota tha abhi to hindu hindu hogaye or musalman musalman
490,1,yatra pr khatter ne khud hamla karaya hae
491,0,rss vhp hindutav hai
492,0,jis din m pm bnunga akhand bhart bnayege
493,1,sarkar hi fuddu h
494,1,insan ki insaniyat kha chli gayimidiya jayada jimmedar
495,1,neta ki vajh se danga hota
496,1,monu sanskaari ki giraftaari ki gai hoti to shayad inn sab se bach jaate
497,1,abb desh ko aag mey jhonkney walon ko saththa per kyun bitahthey houkhad phenko aisi sarkar ko
498,1,acha tha jab desh ghulam tha aazadi ko log is tarah se jee rahe hai
499,0,jo jimmedaar hai woto bacha rahega ye sabhi jante hai
500,0,hamesha police baad me ati hai
501,0,bjp ko to manbad hai
502,0,monu manosar ko jald se jald giraf tar kare
503,0,allah hu akbar be shak allah  bohot bada hai
504,0,jis ganga jamuna tahjib ki bat horehi he na ow bakwas he aagar hota to mewat se hindu ko dhire dhire palayan nehi karni parti aap janganana k report uthake dekhle 30 sal pahele woha kitne  hindu the aur aaj kitne  he dekhiye
505,1,ye bhadka raha h police ko kya pata tha tum paththar or gun ke sath baithe ho usse chook huyi apne logon ko bachaane me ye double stand h vipksh ka pehle danga krwao fir police pe der se aane ka ilzaam lgao hm ne nayak movie dekhi h
506,1,ye bata danda ilake wale ke pass hoga ya aane wale ke
507,1,abp to inki tatti khati h ganga jamuna tehjeeb batayegi hi ganga yamuna to gangotri se sath aayin to yahin tehjeeb kyo huyi ek proof tune chhatish garh me doshi kaun nhi bataya kyo ke wahan muslimo ne ghar jalaya
508,1,dharam   me  banto  or  raj  karo  ki  rachniki      shame 
509,0,haryana ki sarkar aur police yahi to chahti thi
510,1,sab sarkar ka kya draa hai kuchh logo mai sarkar or khtar bjp ka haath hai hindu muslim krwayo or vote payo
511,0,bjp krwati hai sb
512,1,ye moni or bittu h jisme danga karwaya
513,0,ye hai new india
514,1,bajrang dal ko band karo
515,1,bharat ka taliban mewat 
516,0,dekhte jao 24 me modi ji aanedo fir dekhna
517,0,jo uper se aadesh hoga vhi kha jayega
518,0,allah hu akbar
519,1,ek hi kutta is sab ka zimmedar hai
520,1,bharat ha yaha neta danga karate ha
521,0,sab ki jimmedar ye government aur media he
522,1,abp dalal
523,1,dalal news
524,0,no ka kahin sar jo hua hai is per vahan ka sarkar ka bahut galti hai video mein koi byan de raha hai tumhara jija a raha hai sarkar ko action mein aana chahie tha magar sarkar ne tamasha dekh raha sarkar tamasha dekhna chahti thi sarkar aap dekh raha hai tamasha
525,0,very very good
526,0,jago hindu jago ab time aa gya hai jai shree ram 
527,1,jo log dande me shamil thay unhe death warrant nikalo
528,1,waah kya logic haibataya nhi k bhagwan sirf ek hai aur uska koi aks nhi hai aur murti pujna haram hai
529,0,jai shree rammm
530,0,kya baat kahi hai dil chhu liya
531,1,it is logicless e toh eisa ho gewa ki agar koi rapeist upki ma behen beti bibi ka rape karde toh usse badla mat lo balki uski puja karo
532,1,hindu dharm dalito ko bhadwan nh manta  grinna bhaw prakat hota h
533,1,kutte kabhi bhi aadi anadi sattya sanatan dharm ko kabhi bhi samajh nahi payega 
534,0,hahahahaa abe ye kaisa fact hai         
535,1,ha bhai aap log isi ke layak ho allahuakbar
536,0,jony sins ve vagaman he
537,1,etni ghehari baat samjhne ke liye akal chahiye aur islam me akal ka dakl mana hai 
538,1,ha bilkul rapist me bhi 
539,0,jai shree ramjai maa durga
540,0,iska mtlb m bhi bhagvaan hu 
541,1,bhai pakistan ke salle  jo hindu dharm is duniya mein phal rakha or jo pakistan me re ra ha vo bhi hindu dharm se bana thik h na    or namate isliye bhol tha h kyunki sabhi in saan ko hum bhagwan mante ha   tho hindu dharm ke logon bholo jay shree ram    
542,0,or son  may ri bhi poja kalay ab to may samajh jaya bohot araam say
543,1,bhai ab to tattiki bhi poja kar lay
544,0,koi dam daar answer nahi diya sandeep ne
545,0,bol kasa kasa vdo bana ta ha vai
546,0,hare krishna 
547,1,inshe sikho jakir naik ki hath kyu jodte hai 
548,1,main bhagwan hun mujhe sab pranam karo kyunki sab ke andar bhagwan hota kuchh bhi
549,1,abe jakir sala
550,1,raj karaga khalsa
551,1,mulla ki fat k 4 ho gai
552,1,jai sabhi devi devta ji maharaj ji 
553,1,zakir naik matlab fakir naik
554,0,haa  sab main god hai
555,1,mere mein bhi bhagwan hai kab a raha hai mere darshan karne bhakt mere andhbhakt
556,1,sala pagal 
557,1,sab mein bhagwan hota hai to fir tatti mei bhagwan hota hai han han gand mein bhagwan hota hai lettering mein bhi bhagwan hota hai
558,1,me while seeing mullas video  ee muh se supari nikal ke baat kar 
559,1,oukat nahi teri
560,1,hindu madarchod haa
561,1,ye molana pagal ho gaya he 
562,1,gobar mai bhagwan hai kiya
563,1,mc
564,1,pushparaj jhukega sala          
565,1,quot zakir quot sabd kaha se aata hai mai bata hu  quot zahil gawar quot se 
566,1,abe jahil tu kya jane gadha
567,0,sabme bhagwan nhi hai sab bhagwan ke he smjhe  other
568,0,hindu  jay shree ram likho or muslim green  hard bheje
569,1,agar har kisi main bhagwan hai toh jo bura log ganda kam karte hai to wo bhi bhagwan hai kyu sandeep sir 
570,1,iski to shakl hi dekh leta hu to thukne ka mun karta hai
571,1,fir to  naali ke   janwer me bhi hoga 
572,0,respect allah
573,0,accha ji jab galat kam karte ho tab kya tum karte ho ya fir bhagwan karte hai thora logic se bat karlo bhai itna followers leke bekar bat mat kiya karo
574,0,allahu akbar
575,1,are ghanta ho aese bhagwano pr bhenchodo 
576,1,vai kuttak pas ja k namste kar na q ki logik deya o sab pa vagban ha 
577,1,beta mulla ji tumne khud sidh kar diya ki saskrit word use kiya matlab sanatan pratham haimatlab hindu pratam hai
578,0,tu bhai mandir q jaate ho
579,1,sale ko kat de miya
580,1,aise log ko desh se bhar kro saalo ko
581,0,main stream media pe ye sab kyu nhi aata h 
582,1,madarchod a log kavi sudrega nehi
583,1,hinduo kattr ban jao kattr in madrchod muslmano se  kuch bhi saman mat kharido
584,1,madrchod in mullo ko desh se bahar fenko
585,1,yeh mulle kyu apni behen chuda rhe hai
586,0,lakho gaye india foreign country me supply krta hai ye koi nhi dekhne wala   bas ek community ko target krne ata hai jake pucho sab government se kyu supply krti hai gaye ko
587,0,are muslim ke maki bb sala
588,1,abe muslim log tumhari maa ki chut kisi di sare muslimo ko jaan se maar dunga jo hamari mata per hath dalega uski gardan kaat dunga
589,1,a madar chod ko katkar fakdo sala nepal ma asa suna ga  to sala ausko v katdanga gardan aalag kardanga   gay ma hoti ha
590,1,iski katti hue lulli ko bi kat do puri life ye yaad rakhega
591,0,i love cows
592,1,musalmanon ko india  se nikalo
593,1,kutte ki bache hein ye log yogi ji kuch kariye please 
594,1,madharchod  mushlim
595,1,hume aise logo ko jaan se mar dena chahiye enako kya maja aata hai dhram karne me
596,1,sach mai  ye aadmi jisne gaay ko kata hai vo mujhe milna maa kasam uske 10 tukde karke na kaate na ma kasam mai mar jaunga sach mai bhai sharam nahi aati kya gaay ko katega benstockes saaala
597,1,in musalmano ki maa ka bhda
598,1,pura chuslim community m h problem h bc
599,1,iske 36 tukde krke feko sale ke    jai shree ram 
600,0,so sed
601,1,pakda musalman jayga lekin india me badi badi company hai jahan gaaye ka gosht pure india and other india ko export kiy jta hai us compony ka malik musalman nahi balki sab ke sab hindu hai     
602,1,tere gau mata ki maa ka phudaaa
603,0,now desperately waiting for yogi to be future prime minister
604,1,musalmaan nii sudhrenge india ka 80 musalman are hatefull  i am not targeting any religion but thats the truth
605,0,gomata ki jay 
606,0,aapradhi ko saja to milni hi chiye are kiya milta h tumhe yesa kr ke
607,1,saand papa ki kya line hai saalo farak paal rahe ho jaanwaro me gobar to saand bhi deta hai fer go mata ke gober me esi kya baat hai
608,1,assamese par ake dekho kitna goo manch kat rahe hai  
609,1,ishko pigs khilou
610,0,mere yahan bahut gay hai yese hi mar rahi aur bjp ko manane yaha jada hai
611,0,inki mansikatha dekho
612,1,kattue hote hi madherchod h
613,1,muslim ko jo gali dena chahte hai wo like karo
614,0,ye sab rajneeti h babuji rule and divide 
615,0,jai gao mata
616,0, other all muslim are not the same there are many muslim in the world bad and good both dont judge islam by bad muslim judge islam by muhammad  s then you will see the beauty of our religion
617,0,islam ka bajati nahi korna chahiye tha 
618,0,india is the biggest cow exporter  why is government not banning it if its your god
619,0,can anyone explain the situation in english
620,1,mulle madarchod inki gaad mein cheel ki moot
621,1,pehle bola delhi me ye kar diya dusre me bola surat me  fake propoganda running by hijde bjp it cell and supported by hijdas
622,1,all slotter house running by bjp and blood goes into river 
623,1,ye bhi muslim hee he 
624,1,laude laga gaye sab ke bc gaand maro uski
625,1,madarchodo bhen ke lodo mullo machar ki jhanto tumhari bhen ki chut dallo 
626,1,yaar apni maa ka hathre jinda gumty h
627,0,aur vah karne wale sab khud hindu hi hai jisse kejriwal ka naam lage aur sarkar chali jaaye
628,1, yeh yusuf kaha rehta hai surat mei iski maa chudegi randi ki aulaad   
629,1,ganduo tm log me gaye ka moot milakr khane me bechte ho
630,1,india ka sabse bada buchadkhana ek hindu ka hai  ager kisi hindu lodu me dum hai to rok ke dikhao  tum sab hindu lodu ho lodu
631,1,fashi hona chahiye
632,1,mar dena chahiye
633,1,sand kya baap lagta hai phr 
634,1,piss ful community
635,1,kbtk nhi smjhoge bc yogi khud bc bol diye h kro jkr jb ek yogi bol rha h to ap hm kya kr skte h south me pura goa me pura chalta h bc waha bjp ki gov hote hi bhi ban na kri aur ap log bol rhe modi yogi lund n hoga usse kch
636,1,saala yeh log kahi nahi sudhrega harami log
637,1,bhosde me gaya bhaichara
638,0,jhut he
639,1,baat kar rahe dilhi ki aur video me aage bata rahe gujrat k surat city ki are bhai news to thik se karo
640,1,is bhinke lore ko lora hi kat dena chye is musalmano ko apni maa ka mas kat ka kilana chye
641,1,very yammy cow meat 
642,1,kat te rahegi
643,1,jhant ukhrd lena
644,1,is harami mulle ko gala kat kr isko tdpa tdpa kr maro harami ko
645,0,kisko bol raha hei
646,0,good workpolice team 
647,1,ghaseete hue le jaana tha
648,1,gand fat gayi
649,0,pulice ke power pata chala chacha         
650,0,aurangzeb paida hua h  toh chhatrapti shivaji maharaj aayega hi
651,1,gand fadne leke gae h aapke papa ka 
652,1,bahut hi achcha karya police dwara is haramkhor jihadi ko chappal se hona chahie
653,0,rest krne gye chacha
654,0,know your limits
655,0,tu h kaha ab
656,1,chuslim ko apni aukaat nhi bhulni chahiye varna aisa hi hoga 
657,1,ese hindu hone pr muje sharm aati h jo ik bande k liye 70 police walo ko bejhte ho kisi ki maa bhan pr hath dalte ho thuuuuu h ese sistum pr
658,0,toh kya ashoka chakra sa samanita karega 
659,1,rest in hell chacha g
660,1,after partition  jahilo you are illegal citizens in india
661,0,wah maja agaya 
662,0,ganimat hein inki back nahi todi
663,0,chaye muslim ho ya hindu power ka miss use nahi karna chahiye
664,1,thane me isko lao mal hai jordar wali
665,1,congress naam ka cancer desh ko kha ra h
666,1,gand bacha and run
667,0,kaisa laga mera mazak
668,1,tera raph nahi kay yahi boot bari bat hay
669,1,mai choda gaya      
670,1,chacha bheed dekh k bhavnao me beh gaye aur bhul gaye ki ye humara desh bharat hai na ki unka desh porkistan 
671,0,good job by police
672,0,great job by police
673,1,abu bol papa nahi bolna tha
674,1,gand fat gayi apa ki
675,1,beti ko bhi sath mein le jana chahie tha na
676,1,sahi kiya tere abba ke sath
677,1,suvar jund mein phekte hai
678,1,sahi to hua tera baap kute ki tarah kya bhok raha police ko sabke samne aur sab hus rahe thy fat gayi gaand
679,1,tera pichwada bacha ki nahi
680,1,gand m danda dalne le gye 
681,0,acha kiya asse hona chahiye app logo ke sath ji huwa acha huwa
682,0,police agyi police 
683,0,bahut acha result diya  police ballo kaa
684,1,just be happy you daddy is close to allah
685,0,proud to be hindu
686,1,bsdk mulle nikal gyi tumhari aukat beta rahenge toh hum tumhare baap he jay shree ram 
687,0,i liked it
688,1,jis trha sans ful rhi h lag rha h mu me bhi kuch ghusa tha 
689,1,bb ji gand me kuch ghusa ki abhi baki h 
690,1,where is her bhurkha 
691,0,salute to  ave policeman
692,0,system hi bjp modi ji ka
693,0,bahut khub
694,0,chacha bhawnao me beh gaye the
695,1,ek dam right kiya sirf khicha sale ko nagga karke marna bhi chahiye tha
696,1,tere baap police wallanoki ijjat nikalneketime pe thu kidar thi madam 
697,1,bohot bazaya papa ko      
698,1,maa chod do muslimo ki
699,1,are didi galat hua aapke papa ke saathyeh bohot galat kiya policewalo nedarwaje ke badle mooh tod dena cahiye tha
700,1,itna khuf mai hai ki ginti bhul gai bechari
701,1,instead of that he should get babaji ka bulldozer ka dose
702,0,shi kiya
703,1,chutiya janta hai ab toh decide kar sakte ho na konsa government acha hai konse system ke andar acha kaam hota hai
704,1,only muslim
705,0,oh ho didi bahut bura hua sooo sad 
706,0,asa hi karna cahiye good luck
707,1,tu bhag aai aage samjh jao
708,0,drame krlo
709,1,ab police ghusayegi tumhare papa me 
710,1,bjp wale sirf dalit adiwasi sc st walo ko hi bolenge q ki imki gamd fatti h hinduo se
711,1,ek bar train bus ya fir flight me namaz padh ke dekho  sare sehem jayenge yaha toh kuchh v  nahi hua waha tum chahake v kuchh nahi kr paoge
712,0,ab schoolon main bhi yahi hone lagabehad sharmnaak baat hai
713,0,aesa kr k ye jaahil apne desh ka skoon  bad kr rhe hain
714,1,india soon to be like pakistan inder modi
715,0,wah beta only showing onesided news 
716,1,mubarak ho aap sabko bjp qamyab hogai bacho ko doctor engineer ke sapne dekhne ke bajaye dharm bachane wala dharm rakshak bana diya
717,1,what a shame for the saffron clan 
718,1,teacher topi valo ko dekhti to jaruuur saham katiab tu saham gaya h suar
719,1,ei hai peaceful community ka real face 
720,0,aise logopr kanunsakt saza deni chahiye
721,1,and they say hindus respect women
722,0,dharm acha hy par iss tarha ki harkat dharm nahe sekhata
723,1,sahi hai agar burkha hoga toh rss bhagwa bhi hoga pore india ke schoolo main tub dekhte hai kese aate ho schoolo aur colleges main
724,1,gawar sab hai  bhagawan kabhi ye sab karne ke liye thodi bile the
725,1,mai kanpur exam dene gai thi vahan checking chal rahi thi kuchh musalman ladkiyanhejab pahankar i thi to checking ke dauran unhone hisab utarane ke liye kaha gaya tu hua jawab nahin hota utaar rahi thi aur aur kuchh ladkiyan yah kahane lage ki aaj to hijab utarva rahi ho cal hamen bikini utarne kahogikarne ke liye kahogi
726,1,jahan hijab right ban sakta bhagwa kyun nahi choice ban payega
727,1,hizab pehena to secular ho jaoge bhagwa pehna to communal ho jaoge  chamcha people logic 
728,1,everyone should unsubscribe dainik jagranye jaan bujh ke ye sab dikha rha haiisne tambu kabhi nhi dikhaya allah hu akbar nhi dikhya
729,1,kerala and karnataka mai hindu bahut muskil se rahte hai
730,0,jio sher
731,1,bus aaj k yuwa  me yhi zhr dala ja rha h
732,1,ye badhwo ki fauj kaha se agyi
733,0,i am muslim me puchhna chahta hun shri ram ji to aise nhi the but unke manne wale kabse aise ho gaye 
734,1,like to mewat
735,1,abe muslims londe kha chle gye 
736,0,i am 100   sure  inme 90   ko 5 mantra nahi ata hoga 99   ko ye nahi malum hoga ki ramji aur krishn ji vishnu bhagwaan ke keme avtar hai jo ye janega wo gyan se dharm ka pracharak parega apman nahi karega snatan ka prabhupad ji ne gyan se dharm ka prachaar kiya aaj lako log hindu dharm apna rhe hai iskon ke through
737,0,hum bhi hindu hai par ye bahut galat hai dharm ke nam par rangdari kar rhe hai is bjp ke chalte mamuli ladke bhi bhagwa gamchha leker baurate rhte hai jiske papa sabji bechte hai jo kabhi puja nahi karta pure sal me kisi bhi din mans kha leta hai koi sarwan navratri nahi manta aur keshri gamchha leker rangdari karta hai agar sarkar kuchh nahi kar pati hai inka to chullu bhar pani me dub jae
738,0,sharm karo satta ke liy karputliyon ki tarah nacha rahe ho chahtro ko
739,1,chalo hara pehna hota to bumb se uda deta school ko
740,0,shame on this type of hindu  learn from ram
741,1,gobar bhakti
742,0,guys pls try to keep religion disparity issues away from educational institution if we dont i assure bharat future public will be as jahil as pakistani public today and theres no doubt in it
743,1,apne teen baapon ka 6 ammaon ka toh lihaaj karo hijadmaanon
744,1,guru ke samksh aisa karna sikhata hai hindu dharma
745,1,desh rozgar ki baat nhi sirf hizab ki baat kro rozar mil raha jo dikh raha hai
746,1,aur chuno bjp kophirse desh ko bhikari banao sirf dangai paida ho rahe he
747,1,inke pichwade me police ke lath bjne chaiye
748,1,yeb hai  badndaro ki sena
749,0,are yahi to acche din hai
