tweet,Content
?? ?? ???? ???????? ?? ??? ???? ????? ?? ????? ??????! 7 ??? ?? ???? ??? ??! ?????? ?? ?? ?????? ?? ??? ????????? ????? ???? ?????? ?? ?? ?? ?? ?????? ?? ?? ????! ??????!!????,HOF
?? corona  ?? ??? ?? ?????? ???? ???? ????? ?? ???? ????? ????,NONE
"?????? ?? , ????? ?? ????? ??? ??? ??? ????? ?? ???? ?? ???? ???? ?? ??? ???? ????? ??????? ?? ??? ???? ??? ??,???? ???? ??? ?? ?? ?? ???? ?? ???? ?? ?? ???? ???? ?? ????? ?????? ??? ???? ????? ??? ???? ???? ???? ???? ?? ????? ????? ????????? ??????? ?? ?????!!!!",HOF
Patra the manupulator.,HOF
???? ??? ???? ?? ?????? ????? ?????? ???????? ???,HOF
Aur farzi toolkit  manipuleted,HOF
???? ???? ???? ?? ??? ???? ???? URL,HOF
????WB k logo k Laat bada jldi bhul gye.,HOF
??????,NONE
Pahle kisne roka tha. Mr. MMM (Manipulated media),HOF
??????? ?? ??? ???????????? ?? ?? ?????? ???? ???? ??? ?? ?? ????? ?????? ????,NONE
"??????? ?? ?????? ?? ???? ????? ?? ???? ???????? ?? ???? ????!!!!!!??????????????????
#SaveBengaliHindus 
#Stop_Hindu_Genocide",HOF
Ka beta gobar chap Patra Kaisa beizzat Kiya ne Twitter ne ab jaoge beta tehar taiyari Kar lo URL,HOF
???? ?????????? ???????????,HOF
?? ???? ?? ?????,NONE
???? ??? ???? ?????? ?? ???????? ??? ???? ??? ?????? ?? ????? ?????? ?? ??.. USER,NONE
Manipulated media..how public believe on you?,HOF
?? ???? ????? ??? ??  ???? ??????,NONE
"???? ????? ?? ????? ??? ?? ????? ?? ?? ??? ??? ????
??? ???? ?? ??? ??? ??? ??? ?? ??? ???? ???? ???? ???",HOF
Jhooth mat bolo Patra ji,HOF
Aisa hai Sambit Bhaiya apne Baba Modi ji ko bata dena 2024 mai vote apne kisaan bhaiyo aur vishwas wale bhaiyo se hi maang lenge .. Urban Middle class ke liye to kuch kiya nahi aur ab krna bhi mat kyuki kuch hone wala nahi hai usse,HOF
?????? ???? ?? ??????? ??? ?? ????? ????? ?????? ?? ?????????? ?? ???? ???,HOF
Ab iske paise bhi khalo tum log.... Jhuti BJP govt... Choro ka Adda,HOF
"?? ?? ???? ????? ??? ???? ?? ?? ???????? ?? ?????? ??? ?? ?????? ?? ???? ?? ?? ???? ?? l???? ????? ?? ?? ????? ?? ?? ????, ??? ????? ?????? ??? ????? l ?? ??? ??? ???? #ManipulatedMedia ?? ??? ?? ?? ????? ?? ??? ???? ?? ?? ?????? ?? ???? ?? l???? ??? ???? ????? ???? ?? ????? ?? l",NONE
???????? ???? ?????? ?? ???? ???? ??? ??? ????? ?? ??? ????? ????? ?? ??? ?? ??? ??? ?? ?? ????? ??? ???? ???? ?? ?? ???? ???????,HOF
???? ??? ?? ????? ???? ??? ?? ???? ?? ???? ? ???? ?? ???? ??? ?? ???? ?? ???? ?? ?????,HOF
Aap Jaise chutiya party aur kahin Dekhi,HOF
?????? ????? ?? ?????? ?? ?? ???? ????? ????? ?? ???? ?? ????? ???? ???? ?? ?? ?????? ?? ???? ????? ?? ????? ????? ????????? ?? ?????? ?? ??? ???? ???? ???? ?? ???? ????? ?? ????? ?? ????? ? ???? ??? ????? ???????? ?? ?????? ?? ???? ????? ???? ??? ????? ???,NONE
"?? ?? ???????? ??
????? ???? ???????? ?? ?? ?? ?????? ?? ????? ?? ???? ???? ?????? ????? ????? ?? ??????? ?? ?????? ???? ?? ?? ?2000 ?? ??????? ?? ????? ??? ???? ????? ??? ???? ????? ?? ???? ?? ????? ?? ???????? ?? ???? ?? ?? ?? ???? ?? ??? ?? ????? ???? ??",HOF
????? ??? ?? ??????? ????? ???? ?? ?? ?? ??? ????? ???? ??? ??? ?? ???? ??? ????? ???? ??? ???? ???? ????? ??? ?? ???? ??? ????? ?????? ??.?. ?? ????,HOF
??? ??? ??? ?? ??? ??? ?? ??? ??? ???? ????? ?? ??? ???? ??? ??????...,HOF
"Sambit ji,

   Aaj kal Bangla ke bahut video What's App per share ho rahe hai jisko dekhne ke bad lagtaa hai ki ""Kya hum hindu surakshit hai""

Sir, Hame Hindu Rashtra Chahey jise ki hamare bacche bhavishya my surakshit rahe.

Jai Hind.
Jai Shree Ram.????????????????????????????",NONE
???? ??? ????? ?? ?????? ?? ???? ???? ????? ?? ?? ?? ?????? ?? ??? ???? ???? ??? ?? ??????? ???????? ?? ??? ????? ?? ???? ?? ????? ?? ??? ?? ?? ??? ??? ?? ?? ???? ?????? ???? ??????? ?? ?????? ?? ?? ?? ????? ?? ????? ?? ???? ????? ????? ??? ?? ?? ????? ??? ?? ?? ?? ????? ?? ????,NONE
"What is you will choose, Pm fund gives 6000/- in a year  or state government give 10000/- yearly with farmers life insurance  covered.  So, state government are working more benifeciary for the farmers and their family. Centre government just doing propaganda,,,,,",NONE
?????? ??? ?? ????? 6 ????? ?? ???? ?? ?? ??? ???? ??? ?? ?? ??? ????,NONE
"But, Mamata Banerjee distributed letter that due to her efforts WB farmers got the money. How are you defending it and clarify the public from rumours.",NONE
????????abe Tu kabse ekisaan bhaiyo ki madad karne laga hai,HOF
?????? ?? ??? ??? ??,HOF
??? ????? ?? ????? ?????? ?? ???? ?? ???????? ???? ?? ??? ??? ??? ???? ???? ???? ?? ??? ??,HOF
????? ?? ??? ???? ???? ???? ?????,NONE
"????? ?? ??????? ?? ???, ???? ?? ??? ?? 7 ??? ????

???? 7 ????? ?? ??? ????? ?? ??? ??",NONE
"????? ?? “????”
?? ?? “????” ??? ????? ???? ?? ???, ??????? 
?? ?? ?? ?? “??????” ???? ?? ??.",HOF
????????,HOF
"????? ????? ??? ??? ???? ??? ??????,?? ?? ???? ??? bjp ?????,?? ????? ?? ???? ????? ?? ??? ?? ???? ???? ???? ??,????? ?? ???? ?? ?? ????? ?????",NONE
???? ?? ?? ?? ???? ????? ?? ???? ????? ???? ???? ???,HOF
????? ?? ?????? ?? ???? ??? ?? ???? ??,NONE
"?? ????????, ???????? ?? ????? ???????? ?? ?????? ??? ???? ?? ???? ?? ?? ?",NONE
"???? ???? ??? ???? ?? ?? ???? ????
????? ?? ??????? ?? ???? ?? ?
""????? ??????""",HOF
????? ?? ?????? ????????? ?? ?????? ????????????,HOF
"??? ????? ???? ‘??????’
?? - ????? ???? ??? ... 
??????? ????..??",HOF
"???? ???? USER.?? ??? ??? ?????? ?? ??????? ??? ??????, Yes/No",HOF
"??? ????? ?? kaun ??, ????? ????? ???? ???? ????? ?????? ??? ??, ??? ?????? ??? ???",NONE
???? ??? ???? ?? ??? ????? ??,HOF
??????,HOF
"?????? ?? ?? ???? ?????...

???????? #????? ????? ????? ??? ??? ?? ?? ??? ???? ?? ????? ?? ??? ??? ?????,

??? ??? ?? ???? ?? ??? ??? ????? ???....????? ??? ?? ??? ???? ??,??? ??? ?? ???? ??? ????? ??????? ??? ????",HOF
"URL  











???????? ??
???? ?? ??? ??
?????? ?? ?????? ??
?????? ?????????? ??? ???? ??
?????? ????
????? ?? ?????
???? ??
??? ?? ?????? ?? ????? ???? ??? ????",NONE
"Suno Achariya Future Congress President exposing Congress Party &amp; saying ""Congress is responsible for the poverty,hunger and inequality of the country"" URL",NONE
URL,NONE
?? ??? ??... ????? ?? ???? ????!!??,HOF
"??? ???????? ?? ???? ??? ???? ?? ?? ?????, ??? ???? ?? ?? ???? ?? ??? ?? ???, ??????? ?????? ?? ??????",HOF
"???????? ?? ????
???? ??????? ???????, ??? ?? ??????? ????? ???? ???? ??? ???
?????? ???? ?? ??? ?? ??? ??? ??? ??",NONE
"Raj bjp ka h bete,kab tak congress ko kosta rahga, congress wale toh khub dawai oxygen cylinder baat rahe h yaha tak ki bjp k logo ko bhi bacha rahe h URL",NONE
??? ???? ?? ???????????? ???? URL,HOF
Ye Hakikat hi par kisiko dikhai nahi degi,HOF
?????? ?? ?? ??? ?? ??? ??? ??? ??? ??,HOF
"???? ?? ?? ???? ????? ???? ?? ?? ????
??",HOF
???? ??? ?? ?? ?? ?? ????? ????,HOF
???? ???? ???? ???? ?? ?????????? URL,HOF
"?? ?? ???? ???? ???? ????? ??, ???? ???? ?? ????, ???? ?? ??? ??? ????? ???",HOF
??????? ??? ?????? ??????? ???? ?? ??? ??? ????? ?? ?????? ?? ?,HOF
??????  ???? ?? ?? ?? 2019 ?? ????? ?? ??? ??????? ????? ??? ??,NONE
????? ??????? ???,NONE
"O teri ......??????????????

Tu to ghor jutiya hai be 
Kabhi mil be ........teri saari acharyagiri ghused dunga ........

sun lijiye saheb ..aapki maa behan karenge Acharya Pramod  ????????",HOF
????? ?? ???? ??? ??? ?? ????? ?? ???? ???? ????? ???? ?? ??? ???? ??? ???? ????,HOF
?? ???? ?? ????? ??? ????? ???? ????? ?? ????? ?? ????? ????? ?? ????? ?? ????? ????? ????? ??? ?? ???????,NONE
?? ????????? ???? ??? ???? ???? ??? ????? ??? ????-???? ???? ??? ?? ???????? ??? ???? ??? ??? ????? ?? ??? ???? ??? RSS ?? ????? ?? ?????????? ??? ???????? ?? ???? ????????? ?? ??? ?? ??? ?? ?????? ?? ??? ??? ?? ??????? ???? ?????? ??????? ???????? ?? ?? ??? ??????? ??? ??? ???,HOF
????? ?? ??? ?? ????? ???? ?? ?? ??????? ??? ??????,HOF
"Ek dam galat, bat ???? hum to bip ka kuta bhi nahi miltai",HOF
?????? ??? ???? ?? ??? ????? ???? ???? ?? ???? ????? ??????? ???? ?? ??? ?? ??? ??,HOF
????????? ?? ???? 70 ??? ?? ???? ?? ???? ?? ???? ?? ?????? ?? ?? ??? ?? ?????,NONE
"????????? ?? ?? ?? tool ??? ?? ?? ?? ?? ?? ?????? ?? ????? ?
??? ?? ?????? ?? ???? ?? , ?? ????? ?? ???? ?? ?",NONE
#????????? ??? ???? ?? ????? ???????????? ?? ?????? ?????? ?? ?? ???????? ???? ?????? ?? ?? ????????? ??? ????? ??????? ?????,HOF
URL,NONE
"URL

Maulana kuch iske bare mein bhi bol",HOF
??????? ?? ??? ????? ?? ?? ???? ??? ?? ??? ?? ??? ??? ???? ?? ????....??,NONE
"?????? ????? ?? ?? ????? ??,?? ????? ?????,
??
?? ???? ???? ?????? ?? ???? ?? ?? !
??????",NONE
"?? ?? ??????????, ????? ???? ??????",HOF
"???????? ????? ???? ?? ???? ???? ???, ????? ????? ?? ??????",HOF
Stop being predictable dear bot !,HOF
This was a very low quality bot or extremely low IQ human,HOF
I am not against you . But I have never seen you saying any good thing about ????. Govt may have faltered in some areas but India is a great country. Next time pls write something Good as world reads you,NONE
She's a mercenary and mercenaries are not loyal to any country but money.,HOF
So no one should ask questions to Narendra? 2 rupees bhakt,HOF
SAP STINKS!,HOF
Nobody reads her bullshit !! She just brags it on Twitter !!,HOF
No one reads this piece of crap she writes. Ofcourse she won’t get paid if she writes anything positive abt this country... so she is just trying to earn her two square meals.,HOF
Life of Get Up early Abuse BJP in morning spread negativity Abuse BJP again spread Negativity Abuse BJP again Spread Negativity Insult India on International Domain and go to bed peacefully.,HOF
"Don't now until now,
Lekin kintu parant but,
Will be Bangladeshi from now onwards,
Because Thier Income is more than India.",HOF
"Exactly my point, dear bot AUTHOR",HOF
??????,HOF
"She is famous 2BHK lady, don't you know it?",NONE
Be moderate when 99% started making jokes on you . People aren't taking you seriously.,NONE
She’s fond of ??...typical colonial slave mentality...,HOF
"Or perhaps if you start distributing some of the aid to these bots, they won't run after 2 rs.",HOF
Acha!!,NONE
" BhuvneshSapra1
Replying to 
 RanaAyyub and  TIME
Are you Indian ? Or American or from any other country I.e Pakistan

????? ??? ?? ??? ?? ???? ?? ??..???? ?? ????????",HOF
Respect journalists..but never seen you writing anything favourable for country or even raise voice against violence against other religions ..if one sided people get other thoughts..should be equal in reporting,NONE
Will mention of Afghanistan do ?,NONE
"When ?? I mean  hear the truth about herself, she starts saying people bots!",HOF
"The worst lie is the one disguised as truth. Also, learn to compose a simple sentence!",HOF
Stop being ??  AUTHOR,HOF
Yes she is Pakistani no doubt .I just*****,HOF
"Stop being predictable she is Pakistani indeed

Fixed it ??",HOF
You guys have no conscience. Telling lies comes easily to you!,HOF
Minority hain. Rona adhikaar hain aur free fund ka shreekhand khana moghuls ne vanshaj aadat mein diya hain.,HOF
"Oh, badhiya bola bhai, hasa Diya tune to....
Har muslim Mughal lineage ka nahi hai.. aur humare adhikar kitna hona chahiye wo humari tax filings, contribution towards development se tally karke derive karo.... 
We do not play sorry blame game like sanghis",HOF
"Dear murakh, Jo 3 million Indian gulf mein Hain, Kya woh bi free ka khatey Hain
Woh kahawat hai na : Rassi jali par Bal nai Gaye
Tum jaise logoun par fit baithti hai",HOF
"alright, next will shout 'bismillah rahman rahim' instead of Ola hu Uber before bursting for a change",HOF
Trusting The New York Times over Indian govt is same as trusting on Rahul Gandhi by Congress......,HOF
at least he predicted you correctly,HOF
Sahi maje le re ho bhai ????,HOF
M,NONE
?????????? ??,HOF
A,NONE
Bhuvnesh you applied #burnol at right place. It's working ????,HOF
Online ghazwa e hind,NONE
What's there to predict you ??. It's clear what you want and whom you support.,HOF
No! Your hatred is very clear!,NONE
How much of this do you get,NONE
"This fellow seems to be from

Bhuvneshwar
Or 
Chapra (in Bihar)

&amp; this too is predictable !!",HOF
"Someone got triggered, don't blast off! ??",HOF
"??? ??? ?? ?? ?????, ??? ??? ???? ?? ?? ?? ???? ??? ?? ????? ?? ????? ?? ?? ??????????? ?????? ?? ?? ??? ??? ?????? ???? ??!",NONE
U learn lot,NONE
Yy u r tweet like that only u never tell good about Hindus bad about Muslims and even good about country,NONE
"How she described herself  ""bot "" ??????",HOF
Why ??,NONE
Pakistan....,NONE
We should tolerate different view points. It’s not about being patriotic or from other country. We can criticise and appreciate things that happen in our country - that’s what democracy is all about !,NONE
Jawab Do,NONE
Same to you,HOF
Exactly..a nomad don't hv any particular place to stay on.. wherever they get food..water shelter..they stay there...,NONE
Aapki condition dekho bot tak ko jawab dena pad rha hai ??,NONE
They hve very organized and systematic strategies for Trolling.,NONE
This looks like some desi Gau mutr Bot..,NONE
Jinnah lover!!,HOF
Same to you...,HOF
"Even Bots use their artificial intelligence... 

Unlike bhakts like these who dont even have AI",HOF
Padophile bhakts have intelligence. Below belt intelligence,HOF
Seems finally someone has got under your skin ! Even if (assuming you are right) it is a ?? ! ??????,NONE
She is arab. Did you not know that? Trace her ancestors. She is certainly an Arab princess. Don't her looks confirm this?,NONE
They are Not Bot but Rot,NONE
Yes bhuvensh stop predicting! We all know that is one of 72 HOORS from heaven.,HOF
Online tabhliki,HOF
She is from us all. What bothers you???? She is an authentic and logic journalist always speaks truth and vibrant.,NONE
Still better than chamchi ????,HOF
I don’t think anyone is more predictable than you dear,HOF
Bolo fir jai hind ya fir bharat mata ki jai yaa fir vande mataram ??????,NONE
One word u r rock baki sab shock,NONE
You are the cliché here dear Ayyub,HOF
She is the leading character of Ghazwa-e-hind but current dispensation detailed their plans..,HOF
Correct Ma'am,HOF
Shi is my sister and proud of rana ayyub we love india..,NONE
He is predictable as you are.,HOF
"Being a bot, is much better than being a clot!

BTW, you're the most predictable of them all.",HOF
"They called you one among ""Hoors"".I don't think they are wrong. Aren't they??",NONE
"She is from madarsha... 

Even Silicon Valley is small in front of this madarsha... URL",NONE
Madam he's not a bot. He's a buktt,HOF
Pakistani... Hai,HOF
"But why u giving reply to bot

Don't waste your time on this creeps",HOF
She is half Chinese &amp; half paki !!,HOF
so whoever doesn't agree with you is a bot? how pathetic,HOF
Ur behaviour..makes us predictable,HOF
"Since he is predictable, when are you moving out to Pakistan?",HOF
Price of asking a question. And they never ask a question to PM modi,HOF
You first!,HOF
Kash apke jaisi investigation police ne ki hoti gujarat riots pe to aaj desh ki itni barbadi na hoti. Your book gujarat files is amazing.,HOF
"Mam, to change a bot's response you need to feed it a different input.. Seems your posts are predictable hence the bot's response, regards",HOF
She replies to only fake accounts,HOF
He is just a??rupee troll ??,HOF
Patrkar K Roop Mai Yeh Hindustan Virodi Dalle Hai ????,HOF
What the hell does his tweet even mean to what you had tweeted? Foolish fellow. Rains are coming we're yet to be vaccinated we've careers to take care of we're more prone.They're clearly trolling away at home with no work so they think it's safe to abuse people online.Block him.,NONE
Look who is talking. Look at your tweets. Nobody is more predictable than you. Agenda of all your tweets: To defame India.,HOF
"These people are so dumb! And they are first of all ruining India, just like their pheku!",HOF
Is he human... bhakt or some gobar bhakt ????,HOF
Stop being such a snake ?? oh no that's your true nature.,HOF
I'm from Sindh Pakistan ????. I respect her because she always tell the truth about India and Pakistan and  other countries. She is a great journalist and brave. And she is from earth.,NONE
And Indian people needs educated leaders not Tea ? makers. Because educated people India's proud.,NONE
"Rana just ignore such bigots,they r the one who destroyed there own nation and business,future of there own child????????????",HOF
Troll bot army ????????,NONE
"Surprised that you are even responding to a bhakt who has only ""7"" followers !!! Continue the good work AUTHOR",NONE
You're an inspiring Indian and a great journalist. Keep spreading the truth. Keep exposing those fake nationalist. India needs truth.,NONE
U are spineless and shameless... so live on till the time karma serves you right,HOF
there is no Freedom or secularism there in India as per many of your own interviews/op-eds.. so ppl tend to ask this kind of question. why do u skip answering it?,NONE
But you didn't answer.,NONE
"The greatest act of Islamic selflessness &amp; charity: Rana keeps the ‘response’ function open on most of her tweets so that all the 1/4-wit, school dropout Bhakts &amp; trolls make their daily quota of idiocy &amp; get to eat 3 square meals a day. Thank her, you morons!",HOF
"She is baised, her agenda is clear defame our country in all possible ways .",HOF
Mam you are too big to reply these idiots you take care and busted the government..Ham log inko dekh lenge ??,HOF
Even the bot is curious of your roots..better disclose your true avatar before you land up in Arthur road jail for defamation and anti india activities ?? USER,HOF
You will change your loyalty to any place who can give u a few dimes of currency to spread negativity and peddle rumors about India. That is your achievement,HOF
"Haha, asking a valid question based on your acts people gets tag of 'bot' :)
Whole of India has given this tag to you, this is completely true! Stop being a fake actor!",NONE
"Stop being predictable dear Modi hater, India basher, Jihadi sympathizer.",HOF
"Predictable, are you talking about yourself. When we see your tweets we know what's coming. 
Let me tell you. Modi and his team are doing a wonderful job. No matter how much you tweet. We are with Modi.",NONE
"What you feed is what you get! 

Ask the one first who created it.. For man-made things, ask the man not the thing.. Asking a bot?! Looks like you don't have that thing within - Nothing.",NONE
"Read  your tweets again &amp; nowhere it seems you are an Indian. Question is valid , though it pricked you!",HOF
"Oh finally she reverted to someone. Dear Rana, do you hv a published study to prove what u hv written or was that what you dreamed off?",HOF
Very sad. We hv Indians living abroad of all communities. Rana’s false propaganda against India is an embarrassment for everyone.,HOF
Ghazwa e hind online,HOF
"India has given Rana so much. Life, education?, decent earning. But here she is, always making a porn story out of India’s testing times. Be it with Pakistan, China or Corona, for Rana it’s always India’s fault. SHAME SHAME SHAME on you Rana.",HOF
"If you are having guts have a debate on this.......you are the real bot of pakistan who always spread hate about the Hindus and Indian army!!!
Prove me wrong ( money monger)",HOF
"Respond to real tweets . 
Stop talking to yourself . Seeing this tweet , I remember my teenage days , when girls used to create fake profiles and commenting on their posts just to show fake popularity .
Grow up.
#COVID19Vaccination 
#Covaxin",NONE
Paedophile  bhakts don't feel their thought process is bigot.,HOF
Online ghazwa e hind,HOF
When will you stop being a snake?,HOF
"?????? man liya ,sab bot hai ..... Par itna bikau to koi bhi nhi hai. Pakistan se rupye lekar to kamse kam kaam nhi krte. 
Vaise aaj kal kha se rupaye ?? Pakistan to kangal ho gya.",HOF
"Pagal ladka hai..
Pakistani ho bol deta",HOF
Hey you cheap and shameless prestitute ???? ?? ?? ??? ?? ???? ????? ????? ?? ???? ??? ??? ? ??? ???? ?? ???????????? ????? ?? ????? ?? ????????????,HOF
"Hey, BOT don't ask her real question, she gets tramatotised. Just ask her how to peddle hindu mu$lim hateret agenda, she will help you out with white washing of Mu$lims sinister crimes so she can make hindu criminals.",HOF
"What kinda beef you eat.. striplion , t bone stake, ox tail, ox tongue .. what ?",NONE
"Inquiry against Twitter, targeting international publications &amp; their coverage of Covid 19 in India, is loss of pay to  paid  journalists &amp; bootlickers who have been reporting adulterated &amp; false news from the ground.  All signs of a Government acting in right way",NONE
"Please share the technique of identifying a bot, apart from your one point checklist, that whosoever hates you is a bot.",HOF
"Your dear bot may be a bot, yes but at least he's not trending right now for stealing money. You are no less than a vulture. 
#ArrestRanaAyyub #ArrestRanaAyyub 
#ArrestRanaAyyub #ArrestRanaAyyub",HOF
You're no less than Raga's anti-national leftist bot.,HOF
"?????? ????? ?????? ?? ??????? ??? ?? ??? ???? ???????? ??????? ??? ?? ???? ?? ??? ??? ?
?? ??????? ?????? ????? ?? Rs.150 ??? ?? ?? ?? ?????? ??? ??? ?? ??? (?? ???????)- Rs 2000 ?? ?? ????? ?????? ??? ??? ???? ???? ?? ??? ??? ?? ?????? ?? ??? ?? ????? ?? ????",NONE
"Hello dear AUTHOR, USER, USER, my name is Eugene, I am from Kazakhstan.  I ask you, please help me and mine, we are in a very difficult situation.  Help everyone and my family connect with USER, it's a matter of life and death",NONE
Yeh to chakka hain ji hahaha,HOF
"Hello dear AUTHOR, USER, USER, my name is Eugene, I am from Kazakhstan.  I ask you, please help me and mine, we are in a very difficult situation.  Help everyone and my family connect with USER, it's a matter of life and death",NONE
Ok but liberals are not ‘anti-Hindu’ ..,NONE
"Then who? your father's rite 
?? Thinking like ????????",HOF
Bhai aaram se i also don't like her but her father is a retired navy officer (commodore) USER,NONE
????????,HOF
Surely BHIMTAA are anti Hindu,HOF
Using slurs is the easiest thing that comes naturally to right wing bigots.,HOF
But you don't like Hindu &amp; RSS man. Your tweets refer in this regard.,NONE
"3-1%% ????? ??? ????? ????? ???? ?? ???????? ?? 

20 ????? ????? ???  ???? ??? ??..

???????? ????????..",HOF
But that's an easier option tag us as anti-Hindu for the bhakts. Neednt be logically backed,NONE
"Like people tag every one as ""fascists"". No logic either..",HOF
Auntyji ek glass wine pi ke soo jao..,HOF
liberals and logic are 2 parallel lines.,HOF
Do you support liberal economy?,NONE
Not the Bhakts lol?? liberals are anyways against the majorities! Speaking facts doesn't come to your mind!!,HOF
Shut up sewer rat sharmistha,HOF
"They are 
And you are",HOF
Yes they are,HOF
but you are liberal.,NONE
Yes thet are anti India,HOF
Who the hell are you?,HOF
She is c-grade actress in bollywood.??,HOF
"It means Liberals supports ""Caste System""
'Hidden Brahmanism in the name of Liberalism and Feminism'",NONE
"??? ?? ??????? ??
???? ???? ???? ??
?? ????? ?? ??? ????? ??????? ???? ???
??? ???? ?????",HOF
"How do u define anti-Hindu? It need not be hate for Hindus. It can just be denial of injustice to Hindus. You raise Akhlaq/Pehlu/Junaid, rightly so but ignore Bharat Yadav/Sawan Rathod/Purnia Dalits/Lotan Nishad etc. killed by Muslim mobs. That is anti-Hinduism. Simple.",NONE
You declare 2012 Mumbai riots by huge Muslim mob as fake. Police Men were beaten &amp; Police women were molested. You call it fake. That is indeed being anti-Hindu. Simple.,NONE
"Correction ""killed by hindu mob""........not by muslim",NONE
But you are,HOF
What about negative liberals like swara.,HOF
Lol,NONE
"Madam they are not anti,they are enemies of Hindu",HOF
"?????? ??????,, ??????",NONE
Nice to hear swara.,NONE
What a joke!,NONE
"They are anti-national, and #Hindu is our nationality",NONE
True... They are skull cap lovers,NONE
True??,NONE
But you are!,HOF
????? ?? ??? ??? ?? ??? ?? ?? ?? ??? ?? ????,HOF
I love kejri... But this kind of politics i hate.     #  ..  vote ka chakkar babu bhaiya :)   yogi ji never did this kind of politics .. URL,HOF
"Come on aunty, ye bolnse nahi hoga kuch.",HOF
"Yes true. Liberals are not anti-Hindi, they are anti-India.",HOF
?????? ?? ??? apply ?? ?? tweeter ???? ???? wala hai. Gog wale ko bata do is bar 400ke par. All members of tukde tukde gand are anti iindia and Hindu,HOF
"She has rojgaar 

For promoting pakistani vibrator",HOF
Yeah Swara you are right for the first time you are not anti-Hindu because you are not even a Hindu.,NONE
But you are !,HOF
"Liberals favour Muslims 
Liberals feel ashamed being Hindu
Liberals mock RSS
But Liberals aren't 'anti hindu'.
Let that sink in.",NONE
Can u pl say something on this? URL,NONE
"They are anti hindu and anti india too

#FO",HOF
The luxury of privilege,NONE
Okay. Aap bol rahe ho to thik hi hoga.,NONE
Tum mam sab Sai badi ANTI-HINDU ho,HOF
"#???? ?? ??? ?? #CAA ????? #????????? ?? ?? ???? ???? ????? ???? ?????? ????????? ???? ?? ?? ???? ???? ?? ???
#??_???? ??",NONE
"Anti-CAA = Anti-Hindu
#AntiCAAisAntiHindu",NONE
Nopes who says Librandus r anti hindus ? Mam pls can i DM u have to tell u something very important about RSS goons . Only if u say yes i will DM but its really urgent mam . #HumLeKRahengeAzadi,NONE
Try to DM me,NONE
Abe khud Ka account nakli naam se hai aur RSS ko goons BATA rahe hai ..,HOF
"Liberals just oppose Article 370,CAA, construction of Ram Mandir, UCC",NONE
You guys are .,HOF
"When someone says that they have problems with liberals, then that’s the problem",NONE
"You are not only anti Hindu , you are antinational",HOF
But #aunty is anty india,HOF
2 kaudi ki actress akkk thoo,HOF
Jhut bolne wala agar swayam ko saccha kahe to kya maan lena chahiye?,HOF
Imao,HOF
But they are pro muslim too..,NONE
Who is this comedian calling self as libertarian...!,HOF
Mujhe aapki lojik vali baten pasand he or bhakto ko nahi gadha kya jane adrak ka sabad,HOF
Gaddar kya jaane desh bhakti ka jazba???,HOF
Librandus from JNU are sure Anti Hindu.,HOF
But they are definitely Pro-Muslim,NONE
Of course you are,HOF
They do say so but andar kuch alag hi chal raha hai,NONE
Love the way you lie.??,HOF
Blue tick shows she is AUTHOR,NONE
"Please, you come in koo app ?????? 
But It's impossible because ??????",NONE
Tell me one statement from certified liberal which is Pro Hindu.,NONE
Yes. You are,HOF
But you are... and you are desh Dro hee as well beach,HOF
She is KatV desguised by a different name,HOF
Give me one example,NONE
Yea.. they just despise'em !,NONE
"Liberals are Anti Hindu, Anti India, Anti Indian culture, n yes love to tarnish image of this country in every possible manner..
Bas",HOF
But you're anti hindu,HOF
So they are anti national ?????,NONE
Yes they are pro Pakistani ????,HOF
Thieves say I'm not thief??,HOF
Liberals are C...,HOF
Pagal swara didi tum to bolo hi mat nahi anty hindu nahi hindu samarthak shut up itna hi hai to baki kisi Dharm ke bareme tweet kar na himmat hongi to nhi to shut up ok na,HOF
"Who said you're hindu? 
You're just a pig of Bollywood",HOF
"Depends on whether you are talking about Liberals (Rana/Sagarika etc) or people who believe in liberal values (you). As a Hindu yourself,of course YOU aren't anti-Hindu but the average desi Liberal (capital L) is a hypocritical,snobbish SJW whose core job is outraging on an op-ed",NONE
Haven't you seen 's tweets on hindus ? ??,NONE
Actually in these times they are not liberals they are just hypocrite.,HOF
But liberals Hindu kab te????,NONE
"You are not a liberal.

You don't agree with all the liberal principles.",NONE
To prove yourself liberal and secular you have to be Anti-Hindu! They won't accept you as it is entry criteria to that dumb club.,HOF
"You're anti-Hindu and non-liberal.

Evidence maang lo bas, flood hon jaayega.",HOF
Flood it.,HOF
"One finger Madam,liberals are not only anti hindu but anti india as well. However its left libetards we talking about.",HOF
"ok, but when the cow urine jibes start, it upsets hindu non bjp voters as well.",HOF
"Indira Gandhi the strongest leader of the Congress party She admired ""Veer Savarkar"" by releasing a postage stamp in 1970.
Later in 1980 she wrote a letter to Savarkar foundation in which she quoted him as 'Remarkable Son of India""
URL",NONE
"??????? ????????? ?? ???? ????????? ?? ?? ??? ?? ?? ??..

???? ???? ?? ????? ??? ????? ?? ?????? ?????? ????...

??????? ??? ?? ""????? ???"".. ????? ?? ?????? ?????? ????..

????? ??? 303 ??? ?? ???.. ?? ?? ????? ??? 400 ?? ?????????.. 

?? ?????? ?? ??? ??????? ??????????",HOF
"#HinduEcosystem 

Join to replenish your glorious past. 

Give a missed call to 8081666000 URL",NONE
Virus of hate,HOF
